TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_QUAL,OBS_TYPE,IDBANK,FREQ,TITLE_FR,TITLE_EN,LAST_UPDATE,UNIT_MEASURE,UNIT_MULT,REF_AREA,DECIMALS,OBS_REV,DATE,nomflow,cleFlow,INDICATEUR,NATURE,CORRECTION,FREQ_label_fr,FREQ_label_en,INDICATEUR_label_fr,INDICATEUR_label_en,NATURE_label_fr,NATURE_label_en,REF_AREA_label_fr,REF_AREA_label_en,UNIT_MEASURE_label_fr,UNIT_MEASURE_label_en,CORRECTION_label_fr,CORRECTION_label_en,OBS_STATUS_label_fr,OBS_STATUS_label_en,OBS_REV_label_fr,OBS_REV_label_en,OBS_TYPE_label_fr,OBS_TYPE_label_en,OBS_QUAL_label_fr,OBS_QUAL_label_en,REGION
2010-Q1,7.6,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2010-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2010-Q2,7.5,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,1.0,2010-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,Révision,Revised value,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2010-Q3,7.1,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2010-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2010-Q4,6.9,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,1.0,2010-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,Révision,Revised value,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2011-Q1,6.7,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2011-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2011-Q2,6.5,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2011-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2011-Q3,6.7,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2011-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2011-Q4,6.8,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2011-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2012-Q1,6.9,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2012-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2012-Q2,7.1,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2012-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2012-Q3,7.1,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2012-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2012-Q4,7.4,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2012-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2013-Q1,7.5,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2013-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2013-Q2,7.6,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,1.0,2013-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,Révision,Revised value,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2013-Q3,7.4,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2013-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2013-Q4,7.3,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2013-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2014-Q1,7.3,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2014-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2014-Q2,7.4,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2014-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2014-Q3,7.5,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2014-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2014-Q4,7.6,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2014-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2015-Q1,7.5,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2015-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2015-Q2,7.8,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2015-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2015-Q3,7.6,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2015-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2015-Q4,7.6,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,1.0,2015-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,Révision,Revised value,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2016-Q1,7.6,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2016-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2016-Q2,7.4,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2016-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2016-Q3,7.3,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2016-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2016-Q4,7.4,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2016-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2017-Q1,7.1,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2017-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2017-Q2,6.9,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2017-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2017-Q3,6.9,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2017-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2017-Q4,6.4,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2017-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2018-Q1,6.6,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2018-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2018-Q2,6.5,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2018-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2018-Q3,6.4,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2018-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2018-Q4,6.3,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2018-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2019-Q1,6.4,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2019-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2019-Q2,6.1,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2019-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
2019-Q3,6.2,A,DEF,A,1515939,T,Taux de chômage localisé par département - Haute-Savoie,Unemployment rates localized by department - Haute-Savoie,2025-12-19,POURCENT,0,D74,1,,2019-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D74.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,74 - Haute-Savoie,74 - Haute-Savoie,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Auvergne-Rhône-Alpes
