CODEGEO,NIVGEO,UNIT_label_fr,UNIT,NA17,OBS_VALUE,NA17_label,DATASET_VERSION,DATASET_NAME,DATA_DATE,SPHEREECO,DOMPUB,SPHEREECO_label,DOMPUB_label
67,DEP,Nombre d'établissements,NBET,LZ,877.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
67,DEP,Nombre d'établissements,NBET,MN,5242.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
67,DEP,Nombre d'établissements,NBET,OQ,5696.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
67,DEP,Nombre d'établissements,NBET,RU,3402.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
67,DEP,Postes salariés dans les établissements,NBSALET,ENS,451540.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
67,DEP,Postes salariés dans les établissements,NBSALET,AZ,3774.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
67,DEP,Postes salariés dans les établissements,NBSALET,C1,15902.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
67,DEP,Postes salariés dans les établissements,NBSALET,C2,16.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
67,DEP,Postes salariés dans les établissements,NBSALET,C3,17726.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
67,DEP,Postes salariés dans les établissements,NBSALET,C4,8128.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
67,DEP,Postes salariés dans les établissements,NBSALET,C5,29386.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
67,DEP,Postes salariés dans les établissements,NBSALET,DE,4939.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
67,DEP,Postes salariés dans les établissements,NBSALET,FZ,25849.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
67,DEP,Postes salariés dans les établissements,NBSALET,GZ,70763.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
67,DEP,Postes salariés dans les établissements,NBSALET,HZ,25039.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
67,DEP,Postes salariés dans les établissements,NBSALET,IZ,22327.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
67,DEP,Postes salariés dans les établissements,NBSALET,JZ,10497.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
67,DEP,Postes salariés dans les établissements,NBSALET,KZ,15518.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
67,DEP,Postes salariés dans les établissements,NBSALET,LZ,3642.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
67,DEP,Postes salariés dans les établissements,NBSALET,MN,49227.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
67,DEP,Postes salariés dans les établissements,NBSALET,OQ,133539.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
67,DEP,Postes salariés dans les établissements,NBSALET,RU,15268.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Nombre d'établissements,NBET,ENS,22875.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Nombre d'établissements,NBET,AZ,989.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Nombre d'établissements,NBET,C1,539.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Nombre d'établissements,NBET,C2,0.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Nombre d'établissements,NBET,C3,135.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Nombre d'établissements,NBET,C4,21.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Nombre d'établissements,NBET,C5,822.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Nombre d'établissements,NBET,DE,231.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Nombre d'établissements,NBET,FZ,2432.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Nombre d'établissements,NBET,GZ,4868.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Nombre d'établissements,NBET,HZ,545.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Nombre d'établissements,NBET,IZ,2099.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Nombre d'établissements,NBET,JZ,280.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Nombre d'établissements,NBET,KZ,984.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Nombre d'établissements,NBET,LZ,470.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Nombre d'établissements,NBET,MN,2956.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Nombre d'établissements,NBET,OQ,3437.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Nombre d'établissements,NBET,RU,2067.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Postes salariés dans les établissements,NBSALET,ENS,253985.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Postes salariés dans les établissements,NBSALET,AZ,2609.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Postes salariés dans les établissements,NBSALET,C1,6147.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Postes salariés dans les établissements,NBSALET,C2,0.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Postes salariés dans les établissements,NBSALET,C3,8975.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Postes salariés dans les établissements,NBSALET,C4,6349.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Postes salariés dans les établissements,NBSALET,C5,23580.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Postes salariés dans les établissements,NBSALET,DE,4428.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Postes salariés dans les établissements,NBSALET,FZ,16970.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Postes salariés dans les établissements,NBSALET,GZ,36305.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Postes salariés dans les établissements,NBSALET,HZ,11570.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Postes salariés dans les établissements,NBSALET,IZ,14058.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Postes salariés dans les établissements,NBSALET,JZ,2217.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Postes salariés dans les établissements,NBSALET,KZ,5363.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Postes salariés dans les établissements,NBSALET,LZ,1931.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Postes salariés dans les établissements,NBSALET,MN,22322.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Postes salariés dans les établissements,NBSALET,OQ,81541.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
68,DEP,Postes salariés dans les établissements,NBSALET,RU,9620.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Nombre d'établissements,NBET,ENS,67630.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Nombre d'établissements,NBET,AZ,780.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Nombre d'établissements,NBET,C1,1158.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Nombre d'établissements,NBET,C2,4.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Nombre d'établissements,NBET,C3,455.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Nombre d'établissements,NBET,C4,95.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Nombre d'établissements,NBET,C5,2512.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Nombre d'établissements,NBET,DE,416.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Nombre d'établissements,NBET,FZ,6441.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Nombre d'établissements,NBET,GZ,13414.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Nombre d'établissements,NBET,HZ,2047.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Nombre d'établissements,NBET,IZ,5482.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Nombre d'établissements,NBET,JZ,2410.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Nombre d'établissements,NBET,KZ,3478.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Nombre d'établissements,NBET,LZ,1751.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Nombre d'établissements,NBET,MN,13591.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Nombre d'établissements,NBET,OQ,7257.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Nombre d'établissements,NBET,RU,6339.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Postes salariés dans les établissements,NBSALET,ENS,881196.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Postes salariés dans les établissements,NBSALET,AZ,2160.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Postes salariés dans les établissements,NBSALET,C1,10288.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Postes salariés dans les établissements,NBSALET,C2,986.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Postes salariés dans les établissements,NBSALET,C3,15584.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Postes salariés dans les établissements,NBSALET,C4,8465.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Postes salariés dans les établissements,NBSALET,C5,58051.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Postes salariés dans les établissements,NBSALET,DE,14531.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Postes salariés dans les établissements,NBSALET,FZ,49033.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Postes salariés dans les établissements,NBSALET,GZ,112997.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Postes salariés dans les établissements,NBSALET,HZ,54197.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Postes salariés dans les établissements,NBSALET,IZ,38992.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Postes salariés dans les établissements,NBSALET,JZ,41821.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Postes salariés dans les établissements,NBSALET,KZ,31254.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Postes salariés dans les établissements,NBSALET,LZ,11008.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Postes salariés dans les établissements,NBSALET,MN,140034.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Postes salariés dans les établissements,NBSALET,OQ,259918.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
69,DEP,Postes salariés dans les établissements,NBSALET,RU,31877.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Nombre d'établissements,NBET,ENS,6766.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Nombre d'établissements,NBET,AZ,548.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Nombre d'établissements,NBET,C1,203.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Nombre d'établissements,NBET,C2,0.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Nombre d'établissements,NBET,C3,36.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Nombre d'établissements,NBET,C4,10.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Nombre d'établissements,NBET,C5,333.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Nombre d'établissements,NBET,DE,87.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Nombre d'établissements,NBET,FZ,724.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Nombre d'établissements,NBET,GZ,1205.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Nombre d'établissements,NBET,HZ,201.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Nombre d'établissements,NBET,IZ,366.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Nombre d'établissements,NBET,JZ,51.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Nombre d'établissements,NBET,KZ,237.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Nombre d'établissements,NBET,LZ,71.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Nombre d'établissements,NBET,MN,574.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Nombre d'établissements,NBET,OQ,1617.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Nombre d'établissements,NBET,RU,503.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Postes salariés dans les établissements,NBSALET,ENS,63310.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Postes salariés dans les établissements,NBSALET,AZ,1015.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Postes salariés dans les établissements,NBSALET,C1,1912.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Postes salariés dans les établissements,NBSALET,C2,0.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Postes salariés dans les établissements,NBSALET,C3,2030.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Postes salariés dans les établissements,NBSALET,C4,3040.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Postes salariés dans les établissements,NBSALET,C5,7341.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Postes salariés dans les établissements,NBSALET,DE,771.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Postes salariés dans les établissements,NBSALET,FZ,3401.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Postes salariés dans les établissements,NBSALET,GZ,8097.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Postes salariés dans les établissements,NBSALET,HZ,2836.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Postes salariés dans les établissements,NBSALET,IZ,1665.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Postes salariés dans les établissements,NBSALET,JZ,359.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Postes salariés dans les établissements,NBSALET,KZ,1281.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Postes salariés dans les établissements,NBSALET,LZ,368.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Postes salariés dans les établissements,NBSALET,MN,3185.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Postes salariés dans les établissements,NBSALET,OQ,23894.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
70,DEP,Postes salariés dans les établissements,NBSALET,RU,2115.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
71,DEP,Nombre d'établissements,NBET,ENS,17892.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
71,DEP,Nombre d'établissements,NBET,AZ,1515.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
71,DEP,Nombre d'établissements,NBET,C1,481.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
71,DEP,Nombre d'établissements,NBET,C2,0.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
71,DEP,Nombre d'établissements,NBET,C3,87.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
71,DEP,Nombre d'établissements,NBET,C4,25.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
71,DEP,Nombre d'établissements,NBET,C5,764.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
71,DEP,Nombre d'établissements,NBET,DE,161.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
71,DEP,Nombre d'établissements,NBET,FZ,1806.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
71,DEP,Nombre d'établissements,NBET,GZ,3638.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
71,DEP,Nombre d'établissements,NBET,HZ,486.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
71,DEP,Nombre d'établissements,NBET,IZ,1364.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
71,DEP,Nombre d'établissements,NBET,JZ,187.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
71,DEP,Nombre d'établissements,NBET,KZ,685.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
71,DEP,Nombre d'établissements,NBET,LZ,232.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
71,DEP,Nombre d'établissements,NBET,MN,1879.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
71,DEP,Nombre d'établissements,NBET,OQ,2887.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
71,DEP,Nombre d'établissements,NBET,RU,1695.0,Activité économique en 17 postes (NA - A17),GEO2021FLORES2018,Fichier localisé des rémunérations et de l'emploi salarié,2018.0,,,,
