TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_QUAL,OBS_TYPE,IDBANK,FREQ,TITLE_FR,TITLE_EN,LAST_UPDATE,UNIT_MEASURE,UNIT_MULT,REF_AREA,DECIMALS,DATE,nomflow,cleFlow,INDICATEUR,NATURE,DEMOGRAPHIE,SEXE,AGE,CORRECTION,SERIE_ARRETEE,FREQ_label_fr,FREQ_label_en,INDICATEUR_label_fr,INDICATEUR_label_en,NATURE_label_fr,NATURE_label_en,DEMOGRAPHIE_label_fr,DEMOGRAPHIE_label_en,REF_AREA_label_fr,REF_AREA_label_en,SEXE_label_fr,SEXE_label_en,AGE_label_fr,AGE_label_en,UNIT_MEASURE_label_fr,UNIT_MEASURE_label_en,CORRECTION_label_fr,CORRECTION_label_en,SERIE_ARRETEE_label_fr,SERIE_ARRETEE_label_en,OBS_STATUS_label_fr,OBS_STATUS_label_en,OBS_TYPE_label_fr,OBS_TYPE_label_en,OBS_QUAL_label_fr,OBS_QUAL_label_en
2001-04,61041,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2001-04-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2001-05,61077,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2001-05-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2001-06,61117,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2001-06-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2001-07,61156,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2001-07-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2001-08,61198,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2001-08-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2001-09,61238,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2001-09-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2001-10,61278,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2001-10-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2001-11,61319,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2001-11-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2001-12,61354,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2001-12-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2002-01,61385,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2002-01-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2002-02,61411,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2002-02-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2002-03,61440,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2002-03-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2002-04,61473,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2002-04-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2002-05,61508,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2002-05-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2002-06,61548,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2002-06-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2002-07,61585,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2002-07-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2002-08,61628,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2002-08-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2002-09,61671,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2002-09-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2002-10,61713,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2002-10-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2002-11,61753,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2002-11-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2002-12,61789,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2002-12-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2003-01,61824,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2003-01-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2003-02,61855,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2003-02-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2003-03,61887,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2003-03-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2003-04,61920,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2003-04-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2003-05,61956,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2003-05-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2003-06,61997,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2003-06-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2003-07,62035,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2003-07-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2003-08,62077,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2003-08-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2003-09,62102,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2003-09-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2003-10,62143,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2003-10-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2003-11,62183,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2003-11-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2003-12,62219,A,DEF,A,001641607,M,Démographie - Population au début du mois - France (inclus Mayotte à partir de 2014),Demography - Population at the beginning of the month - France (including Mayotte since 2014),2025-11-28,INDIVIDUS,3,FE,0,2003-12-01 00:00:00,POPULATION-STRUCTURE,M.POPULATION_DEBUT_MOIS.VALEUR_ABSOLUE.POP-DEB.FE.SO.SO.INDIVIDUS.BRUT.FALSE,POPULATION_DEBUT_MOIS,VALEUR_ABSOLUE,POP-DEB,SO,SO,BRUT,FALSE,Mensuelle,Monthly,Population au début du mois,Population at the beginning of the month,Valeur absolue,Absolute value,Population au début de la période,Population at the beginning of the period,France,France,Sans objet,Not applicable,Sans objet,Not applicable,individus,individuals,Non corrigé,Uncorrected,non,no,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
