periode,population,description,zone,id_serie,annee
1975,34.5,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,1975
1976,34.2,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,1976
1977,33.8,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,1977
1978,33.4,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,1978
1979,33.0,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,1979
1980,32.6,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,1980
1981,32.3,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,1981
1982,31.9,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,1982
1983,31.2,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,1983
1984,30.8,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,1984
1985,30.4,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,1985
1986,30.1,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,1986
1987,29.9,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,1987
1988,29.6,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,1988
1989,29.3,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,1989
1990,29.0,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,1990
1991,28.5,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,1991
1992,28.0,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,1992
1993,27.6,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,1993
1994,27.2,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,1994
1995,26.8,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,1995
1996,26.5,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,1996
1997,26.1,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,1997
1998,25.7,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,1998
1999,25.4,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,1999
2000,25.2,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2000
2001,25.1,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2001
2002,25.1,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2002
2003,25.1,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2003
2004,25.2,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2004
2005,25.2,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2005
2006,24.9,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2006
2007,24.7,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2007
2008,24.7,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2008
2009,24.6,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2009
2010,24.6,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2010
2011,24.4,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2011
2012,24.2,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2012
2013,24.2,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2013
2014,23.9,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2014
2015,23.7,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2015
2016,23.4,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2016
2017,23.2,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2017
2018,23.0,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2018
2019,23.1,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2019
2020,22.9,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2020
2021,22.8,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2021
2022,22.5,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2022
2023,22.5,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2023
2024,22.3,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2024
2025,22.1,Estimations de population - Part des 0-24 ans - Dordogne,D24,1741255,2025
1975,45.1,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,1975
1976,44.6,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,1976
1977,44.0,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,1977
1978,43.6,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,1978
1979,43.1,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,1979
1980,42.7,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,1980
1981,42.3,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,1981
1982,41.9,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,1982
1983,42.0,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,1983
1984,41.6,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,1984
1985,41.2,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,1985
1986,40.7,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,1986
1987,40.2,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,1987
1988,39.7,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,1988
1989,39.1,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,1989
1990,38.4,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,1990
1991,38.0,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,1991
1992,37.5,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,1992
1993,37.0,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,1993
1994,36.4,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,1994
1995,35.9,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,1995
1996,35.4,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,1996
1997,35.0,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,1997
1998,34.5,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,1998
1999,34.1,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,1999
2000,33.9,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2000
2001,33.8,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2001
2002,33.6,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2002
2003,33.4,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2003
2004,33.2,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2004
2005,33.0,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2005
2006,32.9,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2006
2007,32.7,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2007
2008,32.3,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2008
2009,32.2,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2009
2010,32.1,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2010
2011,32.0,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2011
2012,31.8,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2012
2013,31.5,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2013
2014,31.4,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2014
2015,31.3,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2015
2016,31.2,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2016
2017,31.1,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2017
2018,30.9,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2018
2019,30.9,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2019
2020,30.8,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2020
2021,30.8,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2021
2022,30.5,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2022
2023,30.4,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2023
2024,30.3,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2024
2025,30.1,Estimations de population - Part des 0-24 ans - Doubs,D25,1741256,2025
1975,39.5,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,1975
1976,39.2,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,1976
1977,38.8,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,1977
1978,38.5,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,1978
1979,38.3,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,1979
1980,38.0,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,1980
1981,37.8,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,1981
1982,37.6,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,1982
1983,36.7,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,1983
1984,36.4,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,1984
1985,36.2,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,1985
1986,36.0,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,1986
1987,35.7,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,1987
1988,35.5,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,1988
1989,35.2,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,1989
1990,34.9,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,1990
1991,34.5,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,1991
1992,34.0,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,1992
1993,33.6,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,1993
1994,33.2,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,1994
1995,32.8,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,1995
1996,32.5,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,1996
1997,32.1,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,1997
1998,31.7,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,1998
1999,31.4,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,1999
2000,31.2,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2000
2001,31.1,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2001
2002,31.1,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2002
2003,31.1,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2003
2004,31.1,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2004
2005,31.0,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2005
2006,30.5,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2006
2007,30.4,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2007
2008,30.3,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2008
2009,30.3,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2009
2010,30.1,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2010
2011,30.0,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2011
2012,29.8,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2012
2013,29.6,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2013
2014,29.4,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2014
2015,29.3,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2015
2016,29.2,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2016
2017,28.9,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2017
2018,28.7,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2018
2019,28.9,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2019
2020,28.6,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2020
2021,28.3,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2021
2022,28.1,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2022
2023,28.0,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2023
2024,27.7,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2024
2025,27.5,Estimations de population - Part des 0-24 ans - Drôme,D26,1741257,2025
1975,43.5,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,1975
1976,43.1,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,1976
1977,42.7,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,1977
1978,42.2,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,1978
1979,41.7,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,1979
1980,41.3,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,1980
1981,40.9,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,1981
1982,40.5,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,1982
1983,40.1,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,1983
1984,39.7,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,1984
1985,39.4,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,1985
1986,39.1,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,1986
1987,38.8,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,1987
1988,38.6,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,1988
1989,38.3,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,1989
1990,38.0,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,1990
1991,37.5,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,1991
1992,37.0,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,1992
1993,36.5,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,1993
1994,36.0,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,1994
1995,35.5,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,1995
1996,35.1,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,1996
1997,34.6,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,1997
1998,34.0,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,1998
1999,33.6,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,1999
2000,33.3,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2000
2001,33.2,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2001
2002,33.1,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2002
2003,33.1,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2003
2004,33.1,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2004
2005,33.0,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2005
2006,32.6,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2006
2007,32.4,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2007
2008,32.2,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2008
2009,32.1,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2009
2010,31.9,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2010
2011,31.7,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2011
2012,31.4,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2012
2013,31.2,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2013
2014,31.1,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2014
2015,30.9,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2015
2016,30.6,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2016
2017,30.4,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2017
2018,30.1,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2018
2019,30.3,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2019
2020,30.2,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2020
2021,29.9,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2021
2022,29.7,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2022
2023,29.5,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2023
2024,29.3,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2024
2025,29.1,Estimations de population - Part des 0-24 ans - Eure,D27,1741258,2025
1975,42.1,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,1975
1976,41.6,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,1976
1977,41.1,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,1977
1978,40.7,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,1978
1979,40.2,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,1979
1980,39.9,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,1980
1981,39.5,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,1981
1982,39.2,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,1982
1983,39.0,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,1983
1984,38.7,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,1984
1985,38.4,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,1985
1986,38.1,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,1986
1987,37.9,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,1987
1988,37.6,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,1988
1989,37.4,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,1989
1990,37.1,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,1990
1991,36.6,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,1991
1992,36.2,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,1992
1993,35.7,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,1993
1994,35.2,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,1994
1995,34.8,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,1995
1996,34.4,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,1996
1997,33.8,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,1997
1998,33.2,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,1998
1999,32.8,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,1999
2000,32.5,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2000
2001,32.3,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2001
2002,32.3,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2002
2003,32.2,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2003
2004,32.2,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2004
2005,32.1,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2005
2006,31.6,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2006
2007,31.4,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2007
2008,31.1,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2008
2009,31.0,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2009
2010,30.9,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2010
2011,30.9,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2011
2012,30.7,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2012
2013,30.5,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2013
2014,30.2,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2014
2015,30.1,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2015
2016,29.9,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2016
2017,29.7,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2017
2018,29.6,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2018
2019,29.8,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2019
2020,29.7,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2020
2021,29.6,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2021
2022,29.4,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2022
2023,29.3,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2023
2024,29.2,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2024
2025,29.0,Estimations de population - Part des 0-24 ans - Eure-et-Loir,D28,1741259,2025
1975,39.6,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,1975
1976,39.3,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,1976
1977,39.0,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,1977
1978,38.7,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,1978
1979,38.4,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,1979
1980,38.1,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,1980
1981,37.8,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,1981
1982,37.5,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,1982
1983,37.0,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,1983
1984,36.6,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,1984
1985,36.2,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,1985
1986,35.8,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,1986
1987,35.5,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,1987
1988,35.1,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,1988
1989,34.7,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,1989
1990,34.3,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,1990
1991,33.9,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,1991
1992,33.5,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,1992
1993,33.1,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,1993
1994,32.6,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,1994
1995,32.2,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,1995
1996,31.8,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,1996
1997,31.4,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,1997
1998,31.0,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,1998
1999,30.7,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,1999
2000,30.4,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2000
2001,30.3,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2001
2002,30.2,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2002
2003,30.1,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2003
2004,30.0,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2004
2005,29.9,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2005
2006,29.7,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2006
2007,29.5,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2007
2008,29.3,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2008
2009,29.2,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2009
2010,29.1,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2010
2011,28.9,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2011
2012,28.6,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2012
2013,28.5,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2013
2014,28.4,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2014
2015,28.3,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2015
2016,28.1,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2016
2017,28.0,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2017
2018,27.7,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2018
2019,27.7,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2019
2020,27.4,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2020
2021,27.1,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2021
2022,26.8,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2022
2023,26.6,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2023
2024,26.3,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2024
2025,26.1,Estimations de population - Part des 0-24 ans - Finistère,D29,1741260,2025
1975,37.3,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,1975
1976,37.0,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,1976
1977,36.6,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,1977
1978,36.3,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,1978
1979,36.0,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,1979
1980,35.6,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,1980
1981,35.3,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,1981
1982,35.1,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,1982
1983,34.5,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,1983
1984,34.3,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,1984
1985,34.0,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,1985
1986,33.8,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,1986
1987,33.6,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,1987
1988,33.4,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,1988
1989,33.2,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,1989
1990,33.0,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,1990
1991,32.6,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,1991
1992,32.2,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,1992
1993,31.9,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,1993
1994,31.5,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,1994
1995,31.2,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,1995
1996,30.9,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,1996
1997,30.6,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,1997
1998,30.4,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,1998
1999,30.2,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,1999
2000,30.1,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2000
2001,30.1,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2001
2002,30.2,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2002
2003,30.3,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2003
2004,30.3,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2004
2005,30.2,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2005
2006,30.0,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2006
2007,29.8,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2007
2008,29.7,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2008
2009,29.6,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2009
2010,29.6,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2010
2011,29.4,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2011
2012,29.0,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2012
