periode,population,description,zone,id_serie,annee
2006,597185.0,Estimations de population - Ensemble - Vendée,D85,1760165,2006
2007,607430.0,Estimations de population - Ensemble - Vendée,D85,1760165,2007
2008,616906.0,Estimations de population - Ensemble - Vendée,D85,1760165,2008
2009,626411.0,Estimations de population - Ensemble - Vendée,D85,1760165,2009
2010,634778.0,Estimations de population - Ensemble - Vendée,D85,1760165,2010
2011,641657.0,Estimations de population - Ensemble - Vendée,D85,1760165,2011
2012,648901.0,Estimations de population - Ensemble - Vendée,D85,1760165,2012
2013,655506.0,Estimations de population - Ensemble - Vendée,D85,1760165,2013
2014,662122.0,Estimations de population - Ensemble - Vendée,D85,1760165,2014
2015,666714.0,Estimations de population - Ensemble - Vendée,D85,1760165,2015
2016,670597.0,Estimations de population - Ensemble - Vendée,D85,1760165,2016
2017,675247.0,Estimations de population - Ensemble - Vendée,D85,1760165,2017
2018,679991.0,Estimations de population - Ensemble - Vendée,D85,1760165,2018
2019,685442.0,Estimations de population - Ensemble - Vendée,D85,1760165,2019
2020,692705.0,Estimations de population - Ensemble - Vendée,D85,1760165,2020
2021,699459.0,Estimations de population - Ensemble - Vendée,D85,1760165,2021
2022,706343.0,Estimations de population - Ensemble - Vendée,D85,1760165,2022
2023,711902.0,Estimations de population - Ensemble - Vendée,D85,1760165,2023
2024,717667.0,Estimations de population - Ensemble - Vendée,D85,1760165,2024
2025,723037.0,Estimations de population - Ensemble - Vendée,D85,1760165,2025
1975,357450.0,Estimations de population - Ensemble - Vienne,D86,1760166,1975
1976,359375.0,Estimations de population - Ensemble - Vienne,D86,1760166,1976
1977,361113.0,Estimations de population - Ensemble - Vienne,D86,1760166,1977
1978,363203.0,Estimations de population - Ensemble - Vienne,D86,1760166,1978
1979,364983.0,Estimations de population - Ensemble - Vienne,D86,1760166,1979
1980,366876.0,Estimations de population - Ensemble - Vienne,D86,1760166,1980
1981,369237.0,Estimations de population - Ensemble - Vienne,D86,1760166,1981
1982,371412.0,Estimations de population - Ensemble - Vienne,D86,1760166,1982
1983,372682.0,Estimations de population - Ensemble - Vienne,D86,1760166,1983
1984,373489.0,Estimations de population - Ensemble - Vienne,D86,1760166,1984
1985,374608.0,Estimations de population - Ensemble - Vienne,D86,1760166,1985
1986,375761.0,Estimations de population - Ensemble - Vienne,D86,1760166,1986
1987,376706.0,Estimations de population - Ensemble - Vienne,D86,1760166,1987
1988,378172.0,Estimations de population - Ensemble - Vienne,D86,1760166,1988
1989,379140.0,Estimations de population - Ensemble - Vienne,D86,1760166,1989
1990,379963.0,Estimations de population - Ensemble - Vienne,D86,1760166,1990
1991,381861.0,Estimations de population - Ensemble - Vienne,D86,1760166,1991
1992,384083.0,Estimations de population - Ensemble - Vienne,D86,1760166,1992
1993,386099.0,Estimations de population - Ensemble - Vienne,D86,1760166,1993
1994,388170.0,Estimations de population - Ensemble - Vienne,D86,1760166,1994
1995,391878.0,Estimations de population - Ensemble - Vienne,D86,1760166,1995
1996,393845.0,Estimations de population - Ensemble - Vienne,D86,1760166,1996
1997,395846.0,Estimations de population - Ensemble - Vienne,D86,1760166,1997
1998,397941.0,Estimations de population - Ensemble - Vienne,D86,1760166,1998
1999,399002.0,Estimations de population - Ensemble - Vienne,D86,1760166,1999
2000,401443.0,Estimations de population - Ensemble - Vienne,D86,1760166,2000
2001,403958.0,Estimations de population - Ensemble - Vienne,D86,1760166,2001
2002,406832.0,Estimations de population - Ensemble - Vienne,D86,1760166,2002
2003,409731.0,Estimations de population - Ensemble - Vienne,D86,1760166,2003
2004,412316.0,Estimations de population - Ensemble - Vienne,D86,1760166,2004
2005,415437.0,Estimations de population - Ensemble - Vienne,D86,1760166,2005
2006,418460.0,Estimations de population - Ensemble - Vienne,D86,1760166,2006
2007,421891.0,Estimations de population - Ensemble - Vienne,D86,1760166,2007
2008,424354.0,Estimations de population - Ensemble - Vienne,D86,1760166,2008
2009,426066.0,Estimations de population - Ensemble - Vienne,D86,1760166,2009
2010,427193.0,Estimations de population - Ensemble - Vienne,D86,1760166,2010
2011,428447.0,Estimations de population - Ensemble - Vienne,D86,1760166,2011
2012,430018.0,Estimations de population - Ensemble - Vienne,D86,1760166,2012
2013,431248.0,Estimations de population - Ensemble - Vienne,D86,1760166,2013
2014,433203.0,Estimations de population - Ensemble - Vienne,D86,1760166,2014
2015,434887.0,Estimations de population - Ensemble - Vienne,D86,1760166,2015
2016,436069.0,Estimations de population - Ensemble - Vienne,D86,1760166,2016
2017,436876.0,Estimations de population - Ensemble - Vienne,D86,1760166,2017
2018,437586.0,Estimations de population - Ensemble - Vienne,D86,1760166,2018
2019,438435.0,Estimations de population - Ensemble - Vienne,D86,1760166,2019
2020,439332.0,Estimations de population - Ensemble - Vienne,D86,1760166,2020
2021,439385.0,Estimations de population - Ensemble - Vienne,D86,1760166,2021
2022,438688.0,Estimations de population - Ensemble - Vienne,D86,1760166,2022
2023,438142.0,Estimations de population - Ensemble - Vienne,D86,1760166,2023
2024,437691.0,Estimations de population - Ensemble - Vienne,D86,1760166,2024
2025,437151.0,Estimations de population - Ensemble - Vienne,D86,1760166,2025
1975,352455.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,1975
1976,352753.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,1976
1977,353316.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,1977
1978,353800.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,1978
1979,354112.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,1979
1980,354457.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,1980
1981,355150.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,1981
1982,355688.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,1982
1983,357006.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,1983
1984,358304.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,1984
1985,358018.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,1985
1986,357177.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,1986
1987,355932.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,1987
1988,354467.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,1988
1989,354197.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,1989
1990,353824.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,1990
1991,353818.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,1991
1992,354331.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,1992
1993,354418.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,1993
1994,354744.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,1994
1995,354518.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,1995
1996,354415.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,1996
1997,354424.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,1997
1998,353941.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,1998
1999,354055.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,1999
2000,355315.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2000
2001,357134.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2001
2002,358988.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2002
2003,360749.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2003
2004,362522.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2004
2005,364879.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2005
2006,367156.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2006
2007,371102.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2007
2008,373940.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2008
2009,374849.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2009
2010,376191.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2010
2011,376058.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2011
2012,375869.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2012
2013,375856.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2013
2014,376199.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2014
2015,375795.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2015
2016,374978.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2016
2017,374426.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2017
2018,373199.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2018
2019,372359.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2019
2020,372123.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2020
2021,371691.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2021
2022,372438.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2022
2023,372083.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2023
2024,371847.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2024
2025,371297.0,Estimations de population - Ensemble - Haute-Vienne,D87,1760167,2025
1975,398399.0,Estimations de population - Ensemble - Vosges,D88,1760168,1975
1976,397898.0,Estimations de population - Ensemble - Vosges,D88,1760168,1976
1977,397496.0,Estimations de population - Ensemble - Vosges,D88,1760168,1977
1978,397286.0,Estimations de population - Ensemble - Vosges,D88,1760168,1978
1979,396648.0,Estimations de population - Ensemble - Vosges,D88,1760168,1979
1980,396341.0,Estimations de population - Ensemble - Vosges,D88,1760168,1980
1981,396463.0,Estimations de population - Ensemble - Vosges,D88,1760168,1981
1982,396533.0,Estimations de population - Ensemble - Vosges,D88,1760168,1982
1983,394913.0,Estimations de population - Ensemble - Vosges,D88,1760168,1983
1984,393796.0,Estimations de population - Ensemble - Vosges,D88,1760168,1984
1985,391658.0,Estimations de population - Ensemble - Vosges,D88,1760168,1985
1986,391589.0,Estimations de population - Ensemble - Vosges,D88,1760168,1986
1987,389432.0,Estimations de population - Ensemble - Vosges,D88,1760168,1987
1988,389366.0,Estimations de population - Ensemble - Vosges,D88,1760168,1988
1989,388056.0,Estimations de population - Ensemble - Vosges,D88,1760168,1989
1990,386128.0,Estimations de population - Ensemble - Vosges,D88,1760168,1990
1991,385065.0,Estimations de population - Ensemble - Vosges,D88,1760168,1991
1992,384768.0,Estimations de population - Ensemble - Vosges,D88,1760168,1992
1993,384459.0,Estimations de population - Ensemble - Vosges,D88,1760168,1993
1994,384282.0,Estimations de population - Ensemble - Vosges,D88,1760168,1994
1995,383907.0,Estimations de population - Ensemble - Vosges,D88,1760168,1995
1996,383701.0,Estimations de population - Ensemble - Vosges,D88,1760168,1996
1997,382949.0,Estimations de population - Ensemble - Vosges,D88,1760168,1997
1998,381791.0,Estimations de population - Ensemble - Vosges,D88,1760168,1998
1999,381154.0,Estimations de population - Ensemble - Vosges,D88,1760168,1999
2000,381027.0,Estimations de population - Ensemble - Vosges,D88,1760168,2000
2001,380956.0,Estimations de population - Ensemble - Vosges,D88,1760168,2001
2002,380879.0,Estimations de population - Ensemble - Vosges,D88,1760168,2002
2003,380639.0,Estimations de population - Ensemble - Vosges,D88,1760168,2003
2004,380392.0,Estimations de population - Ensemble - Vosges,D88,1760168,2004
2005,380266.0,Estimations de population - Ensemble - Vosges,D88,1760168,2005
2006,379975.0,Estimations de population - Ensemble - Vosges,D88,1760168,2006
2007,380304.0,Estimations de population - Ensemble - Vosges,D88,1760168,2007
2008,380145.0,Estimations de population - Ensemble - Vosges,D88,1760168,2008
2009,380192.0,Estimations de population - Ensemble - Vosges,D88,1760168,2009
2010,379724.0,Estimations de population - Ensemble - Vosges,D88,1760168,2010
2011,378830.0,Estimations de population - Ensemble - Vosges,D88,1760168,2011
2012,377282.0,Estimations de population - Ensemble - Vosges,D88,1760168,2012
2013,375226.0,Estimations de population - Ensemble - Vosges,D88,1760168,2013
2014,373560.0,Estimations de population - Ensemble - Vosges,D88,1760168,2014
2015,372016.0,Estimations de population - Ensemble - Vosges,D88,1760168,2015
2016,369641.0,Estimations de population - Ensemble - Vosges,D88,1760168,2016
2017,367673.0,Estimations de population - Ensemble - Vosges,D88,1760168,2017
2018,366112.0,Estimations de population - Ensemble - Vosges,D88,1760168,2018
2019,364499.0,Estimations de population - Ensemble - Vosges,D88,1760168,2019
2020,362397.0,Estimations de population - Ensemble - Vosges,D88,1760168,2020
2021,360673.0,Estimations de population - Ensemble - Vosges,D88,1760168,2021
2022,358700.0,Estimations de population - Ensemble - Vosges,D88,1760168,2022
2023,356433.0,Estimations de population - Ensemble - Vosges,D88,1760168,2023
2024,354450.0,Estimations de population - Ensemble - Vosges,D88,1760168,2024
2025,352304.0,Estimations de population - Ensemble - Vosges,D88,1760168,2025
1975,299932.0,Estimations de population - Ensemble - Yonne,D89,1760169,1975
1976,301298.0,Estimations de population - Ensemble - Yonne,D89,1760169,1976
1977,302712.0,Estimations de population - Ensemble - Yonne,D89,1760169,1977
1978,304352.0,Estimations de population - Ensemble - Yonne,D89,1760169,1978
1979,305632.0,Estimations de population - Ensemble - Yonne,D89,1760169,1979
1980,307130.0,Estimations de population - Ensemble - Yonne,D89,1760169,1980
1981,309095.0,Estimations de population - Ensemble - Yonne,D89,1760169,1981
1982,311002.0,Estimations de population - Ensemble - Yonne,D89,1760169,1982
1983,312675.0,Estimations de population - Ensemble - Yonne,D89,1760169,1983
1984,313814.0,Estimations de population - Ensemble - Yonne,D89,1760169,1984
1985,315527.0,Estimations de population - Ensemble - Yonne,D89,1760169,1985
1986,317118.0,Estimations de population - Ensemble - Yonne,D89,1760169,1986
1987,318711.0,Estimations de population - Ensemble - Yonne,D89,1760169,1987
1988,319780.0,Estimations de population - Ensemble - Yonne,D89,1760169,1988
1989,321368.0,Estimations de population - Ensemble - Yonne,D89,1760169,1989
1990,323118.0,Estimations de population - Ensemble - Yonne,D89,1760169,1990
1991,324623.0,Estimations de population - Ensemble - Yonne,D89,1760169,1991
1992,326242.0,Estimations de population - Ensemble - Yonne,D89,1760169,1992
1993,327739.0,Estimations de population - Ensemble - Yonne,D89,1760169,1993
1994,328907.0,Estimations de population - Ensemble - Yonne,D89,1760169,1994
1995,329784.0,Estimations de population - Ensemble - Yonne,D89,1760169,1995
1996,330730.0,Estimations de population - Ensemble - Yonne,D89,1760169,1996
1997,331697.0,Estimations de population - Ensemble - Yonne,D89,1760169,1997
1998,332773.0,Estimations de population - Ensemble - Yonne,D89,1760169,1998
1999,333206.0,Estimations de population - Ensemble - Yonne,D89,1760169,1999
2000,334026.0,Estimations de population - Ensemble - Yonne,D89,1760169,2000
2001,335056.0,Estimations de population - Ensemble - Yonne,D89,1760169,2001
2002,335963.0,Estimations de population - Ensemble - Yonne,D89,1760169,2002
2003,337029.0,Estimations de population - Ensemble - Yonne,D89,1760169,2003
2004,337724.0,Estimations de population - Ensemble - Yonne,D89,1760169,2004
2005,338983.0,Estimations de population - Ensemble - Yonne,D89,1760169,2005
2006,340088.0,Estimations de population - Ensemble - Yonne,D89,1760169,2006
2007,341418.0,Estimations de population - Ensemble - Yonne,D89,1760169,2007
2008,342359.0,Estimations de population - Ensemble - Yonne,D89,1760169,2008
2009,343377.0,Estimations de population - Ensemble - Yonne,D89,1760169,2009
2010,342510.0,Estimations de population - Ensemble - Yonne,D89,1760169,2010
2011,342463.0,Estimations de population - Ensemble - Yonne,D89,1760169,2011
2012,341902.0,Estimations de population - Ensemble - Yonne,D89,1760169,2012
2013,341483.0,Estimations de population - Ensemble - Yonne,D89,1760169,2013
2014,341814.0,Estimations de population - Ensemble - Yonne,D89,1760169,2014
2015,340903.0,Estimations de population - Ensemble - Yonne,D89,1760169,2015
2016,340544.0,Estimations de population - Ensemble - Yonne,D89,1760169,2016
2017,338291.0,Estimations de population - Ensemble - Yonne,D89,1760169,2017
2018,337504.0,Estimations de population - Ensemble - Yonne,D89,1760169,2018
2019,335707.0,Estimations de population - Ensemble - Yonne,D89,1760169,2019
2020,334156.0,Estimations de population - Ensemble - Yonne,D89,1760169,2020
2021,333385.0,Estimations de population - Ensemble - Yonne,D89,1760169,2021
2022,333896.0,Estimations de population - Ensemble - Yonne,D89,1760169,2022
2023,332690.0,Estimations de population - Ensemble - Yonne,D89,1760169,2023
2024,331845.0,Estimations de population - Ensemble - Yonne,D89,1760169,2024
2025,331131.0,Estimations de population - Ensemble - Yonne,D89,1760169,2025
1975,128280.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,1975
1976,128711.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,1976
1977,129213.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,1977
1978,129846.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,1978
1979,130262.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,1979
1980,130772.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,1980
1981,131456.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,1981
1982,132142.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,1982
1983,132533.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,1983
1984,132952.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,1984
1985,133470.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,1985
1986,132938.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,1986
1987,132799.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,1987
1988,133709.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,1988
1989,133958.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,1989
1990,133978.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,1990
1991,134439.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,1991
1992,134892.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,1992
1993,135510.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,1993
1994,136140.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,1994
1995,136592.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,1995
1996,136975.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,1996
1997,137155.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,1997
1998,137234.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,1998
1999,137397.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,1999
2000,137898.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2000
2001,138513.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2001
2002,139034.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2002
2003,139550.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2003
2004,140157.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2004
2005,140672.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2005
2006,141201.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2006
2007,142444.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2007
2008,141958.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2008
2009,142461.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2009
2010,142911.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2010
2011,143348.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2011
2012,143940.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2012
2013,144318.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2013
2014,144334.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2014
2015,144483.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2015
2016,144089.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2016
2017,142622.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2017
2018,141852.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2018
2019,141318.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2019
2020,140120.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2020
2021,139654.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2021
2022,140082.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2022
2023,139526.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2023
2024,138987.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2024
2025,138419.0,Estimations de population - Ensemble - Territoire de Belfort,D90,1760170,2025
1975,918577.0,Estimations de population - Ensemble - Essonne,D91,1760171,1975
1976,928069.0,Estimations de population - Ensemble - Essonne,D91,1760171,1976
1977,937493.0,Estimations de population - Ensemble - Essonne,D91,1760171,1977
1978,947769.0,Estimations de population - Ensemble - Essonne,D91,1760171,1978
1979,956940.0,Estimations de population - Ensemble - Essonne,D91,1760171,1979
1980,966809.0,Estimations de population - Ensemble - Essonne,D91,1760171,1980
1981,977285.0,Estimations de population - Ensemble - Essonne,D91,1760171,1981
1982,987371.0,Estimations de population - Ensemble - Essonne,D91,1760171,1982
1983,995371.0,Estimations de population - Ensemble - Essonne,D91,1760171,1983
1984,1004049.0,Estimations de population - Ensemble - Essonne,D91,1760171,1984
1985,1014761.0,Estimations de population - Ensemble - Essonne,D91,1760171,1985
1986,1026373.0,Estimations de population - Ensemble - Essonne,D91,1760171,1986
1987,1038400.0,Estimations de population - Ensemble - Essonne,D91,1760171,1987
1988,1057092.0,Estimations de population - Ensemble - Essonne,D91,1760171,1988
1989,1069797.0,Estimations de population - Ensemble - Essonne,D91,1760171,1989
1990,1083245.0,Estimations de population - Ensemble - Essonne,D91,1760171,1990
1991,1093658.0,Estimations de population - Ensemble - Essonne,D91,1760171,1991
1992,1105974.0,Estimations de population - Ensemble - Essonne,D91,1760171,1992
1993,1115400.0,Estimations de population - Ensemble - Essonne,D91,1760171,1993
1994,1122103.0,Estimations de population - Ensemble - Essonne,D91,1760171,1994
1995,1127647.0,Estimations de population - Ensemble - Essonne,D91,1760171,1995
1996,1131399.0,Estimations de population - Ensemble - Essonne,D91,1760171,1996
1997,1131514.0,Estimations de population - Ensemble - Essonne,D91,1760171,1997
1998,1133653.0,Estimations de population - Ensemble - Essonne,D91,1760171,1998
1999,1133836.0,Estimations de population - Ensemble - Essonne,D91,1760171,1999
2000,1142331.0,Estimations de population - Ensemble - Essonne,D91,1760171,2000
2001,1151521.0,Estimations de population - Ensemble - Essonne,D91,1760171,2001
2002,1160665.0,Estimations de population - Ensemble - Essonne,D91,1760171,2002
2003,1169540.0,Estimations de population - Ensemble - Essonne,D91,1760171,2003
2004,1178214.0,Estimations de population - Ensemble - Essonne,D91,1760171,2004
2005,1188351.0,Estimations de population - Ensemble - Essonne,D91,1760171,2005
2006,1198273.0,Estimations de population - Ensemble - Essonne,D91,1760171,2006
2007,1201994.0,Estimations de population - Ensemble - Essonne,D91,1760171,2007
2008,1205850.0,Estimations de population - Ensemble - Essonne,D91,1760171,2008
2009,1208004.0,Estimations de population - Ensemble - Essonne,D91,1760171,2009
2010,1215340.0,Estimations de population - Ensemble - Essonne,D91,1760171,2010
2011,1225191.0,Estimations de population - Ensemble - Essonne,D91,1760171,2011
2012,1237507.0,Estimations de population - Ensemble - Essonne,D91,1760171,2012
2013,1253931.0,Estimations de population - Ensemble - Essonne,D91,1760171,2013
2014,1268228.0,Estimations de population - Ensemble - Essonne,D91,1760171,2014
2015,1276233.0,Estimations de population - Ensemble - Essonne,D91,1760171,2015
2016,1287330.0,Estimations de population - Ensemble - Essonne,D91,1760171,2016
2017,1296130.0,Estimations de population - Ensemble - Essonne,D91,1760171,2017
2018,1296641.0,Estimations de population - Ensemble - Essonne,D91,1760171,2018
2019,1301659.0,Estimations de population - Ensemble - Essonne,D91,1760171,2019
2020,1306118.0,Estimations de population - Ensemble - Essonne,D91,1760171,2020
2021,1313768.0,Estimations de population - Ensemble - Essonne,D91,1760171,2021
2022,1324546.0,Estimations de population - Ensemble - Essonne,D91,1760171,2022
2023,1331182.0,Estimations de population - Ensemble - Essonne,D91,1760171,2023
2024,1337492.0,Estimations de population - Ensemble - Essonne,D91,1760171,2024
2025,1343527.0,Estimations de population - Ensemble - Essonne,D91,1760171,2025
1975,1440056.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,1975
1976,1430526.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,1976
1977,1423064.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,1977
1978,1416243.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,1978
1979,1407750.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,1979
1980,1400547.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,1980
1981,1394686.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,1981
1982,1389403.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,1982
1983,1385841.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,1983
1984,1384675.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,1984
1985,1386245.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,1985
1986,1387341.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,1986
1987,1388479.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,1987
1988,1389382.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,1988
1989,1390977.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,1989
1990,1389416.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,1990
1991,1392369.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,1991
1992,1394910.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,1992
1993,1395461.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,1993
1994,1399157.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,1994
1995,1403081.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,1995
1996,1406949.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,1996
1997,1412292.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,1997
1998,1419110.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,1998
1999,1427888.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,1999
2000,1442087.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,2000
2001,1457738.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,2001
2002,1473080.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,2002
2003,1488605.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,2003
2004,1503568.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,2004
2005,1520106.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,2005
2006,1536100.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,2006
2007,1544411.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,2007
2008,1549619.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,2008
2009,1561745.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,2009
2010,1572490.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,2010
2011,1581628.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,2011
2012,1586434.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,2012
2013,1591403.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,2013
2014,1597770.0,Estimations de population - Ensemble - Hauts-de-Seine,D92,1760172,2014
