periode,revenu,description,zone,id_serie,annee
2012,58.9,Part des ménages fiscaux imposés - Haute-Marne,D52,1741824,2012
2013,52.4,Part des ménages fiscaux imposés - Haute-Marne,D52,1741824,2013
2014,52.1,Part des ménages fiscaux imposés - Haute-Marne,D52,1741824,2014
2015,49.6,Part des ménages fiscaux imposés - Haute-Marne,D52,1741824,2015
2012,61.9,Part des ménages fiscaux imposés - Morbihan,D56,1741828,2012
2013,55.8,Part des ménages fiscaux imposés - Morbihan,D56,1741828,2013
2014,56.6,Part des ménages fiscaux imposés - Morbihan,D56,1741828,2014
2015,53.3,Part des ménages fiscaux imposés - Morbihan,D56,1741828,2015
2012,58.1,Part des ménages fiscaux imposés - Moselle,D57,1741829,2012
2013,51.3,Part des ménages fiscaux imposés - Moselle,D57,1741829,2013
2014,51.5,Part des ménages fiscaux imposés - Moselle,D57,1741829,2014
2015,48.4,Part des ménages fiscaux imposés - Moselle,D57,1741829,2015
2012,59.3,Part des ménages fiscaux imposés - Nièvre,D58,1741830,2012
2013,53.1,Part des ménages fiscaux imposés - Nièvre,D58,1741830,2013
2014,53.5,Part des ménages fiscaux imposés - Nièvre,D58,1741830,2014
2015,50.2,Part des ménages fiscaux imposés - Nièvre,D58,1741830,2015
2012,58.5,Part des ménages fiscaux imposés - Nord,D59,1741831,2012
2013,52.0,Part des ménages fiscaux imposés - Nord,D59,1741831,2013
2014,51.7,Part des ménages fiscaux imposés - Nord,D59,1741831,2014
2015,48.9,Part des ménages fiscaux imposés - Nord,D59,1741831,2015
2012,67.7,Part des ménages fiscaux imposés - Oise,D60,1741832,2012
2013,61.4,Part des ménages fiscaux imposés - Oise,D60,1741832,2013
2014,61.2,Part des ménages fiscaux imposés - Oise,D60,1741832,2014
2015,58.2,Part des ménages fiscaux imposés - Oise,D60,1741832,2015
2012,57.5,Part des ménages fiscaux imposés - Orne,D61,1741833,2012
2013,51.5,Part des ménages fiscaux imposés - Orne,D61,1741833,2013
2014,51.6,Part des ménages fiscaux imposés - Orne,D61,1741833,2014
2015,48.5,Part des ménages fiscaux imposés - Orne,D61,1741833,2015
2012,54.6,Part des ménages fiscaux imposés - Pas-de-Calais,D62,1741834,2012
2013,47.4,Part des ménages fiscaux imposés - Pas-de-Calais,D62,1741834,2013
2014,47.5,Part des ménages fiscaux imposés - Pas-de-Calais,D62,1741834,2014
2015,44.8,Part des ménages fiscaux imposés - Pas-de-Calais,D62,1741834,2015
2012,63.8,Part des ménages fiscaux imposés - Puy-de-Dôme,D63,1741835,2012
2013,57.7,Part des ménages fiscaux imposés - Puy-de-Dôme,D63,1741835,2013
2014,58.1,Part des ménages fiscaux imposés - Puy-de-Dôme,D63,1741835,2014
2015,55.1,Part des ménages fiscaux imposés - Puy-de-Dôme,D63,1741835,2015
2012,63.4,Part des ménages fiscaux imposés - Pyrénées-Atlantiques,D64,1741836,2012
2013,57.4,Part des ménages fiscaux imposés - Pyrénées-Atlantiques,D64,1741836,2013
2014,57.6,Part des ménages fiscaux imposés - Pyrénées-Atlantiques,D64,1741836,2014
2015,54.7,Part des ménages fiscaux imposés - Pyrénées-Atlantiques,D64,1741836,2015
2012,59.2,Part des ménages fiscaux imposés - Hautes-Pyrénées,D65,1741837,2012
2013,52.3,Part des ménages fiscaux imposés - Hautes-Pyrénées,D65,1741837,2013
2014,52.2,Part des ménages fiscaux imposés - Hautes-Pyrénées,D65,1741837,2014
2015,49.5,Part des ménages fiscaux imposés - Hautes-Pyrénées,D65,1741837,2015
2012,54.8,Part des ménages fiscaux imposés - Pyrénées-Orientales,D66,1741838,2012
2013,48.2,Part des ménages fiscaux imposés - Pyrénées-Orientales,D66,1741838,2013
2014,48.5,Part des ménages fiscaux imposés - Pyrénées-Orientales,D66,1741838,2014
2015,45.8,Part des ménages fiscaux imposés - Pyrénées-Orientales,D66,1741838,2015
2012,67.5,Part des ménages fiscaux imposés - Bas-Rhin,D67,1741839,2012
2013,61.8,Part des ménages fiscaux imposés - Bas-Rhin,D67,1741839,2013
2014,61.6,Part des ménages fiscaux imposés - Bas-Rhin,D67,1741839,2014
2015,59.1,Part des ménages fiscaux imposés - Bas-Rhin,D67,1741839,2015
2012,60.5,Part des ménages fiscaux imposés - Haute-Vienne,D87,1741859,2012
2013,54.3,Part des ménages fiscaux imposés - Haute-Vienne,D87,1741859,2013
2014,54.6,Part des ménages fiscaux imposés - Haute-Vienne,D87,1741859,2014
2015,51.9,Part des ménages fiscaux imposés - Haute-Vienne,D87,1741859,2015
2012,58.3,Part des ménages fiscaux imposés - Vosges,D88,1741860,2012
2013,51.2,Part des ménages fiscaux imposés - Vosges,D88,1741860,2013
2014,51.4,Part des ménages fiscaux imposés - Vosges,D88,1741860,2014
2015,48.2,Part des ménages fiscaux imposés - Vosges,D88,1741860,2015
2012,62.8,Part des ménages fiscaux imposés - Yonne,D89,1741861,2012
2013,56.7,Part des ménages fiscaux imposés - Yonne,D89,1741861,2013
2014,56.7,Part des ménages fiscaux imposés - Yonne,D89,1741861,2014
2015,53.7,Part des ménages fiscaux imposés - Yonne,D89,1741861,2015
2012,64.4,Part des ménages fiscaux imposés - Territoire de Belfort,D90,1741862,2012
2013,58.2,Part des ménages fiscaux imposés - Territoire de Belfort,D90,1741862,2013
2014,58.2,Part des ménages fiscaux imposés - Territoire de Belfort,D90,1741862,2014
2015,55.2,Part des ménages fiscaux imposés - Territoire de Belfort,D90,1741862,2015
2012,75.6,Part des ménages fiscaux imposés - Essonne,D91,1741863,2012
2013,71.0,Part des ménages fiscaux imposés - Essonne,D91,1741863,2013
2014,70.4,Part des ménages fiscaux imposés - Essonne,D91,1741863,2014
2015,67.6,Part des ménages fiscaux imposés - Essonne,D91,1741863,2015
2012,61.1,Part des ménages fiscaux imposés - Seine-Saint-Denis,D93,1741865,2012
2013,54.0,Part des ménages fiscaux imposés - Seine-Saint-Denis,D93,1741865,2013
2014,53.1,Part des ménages fiscaux imposés - Seine-Saint-Denis,D93,1741865,2014
2015,50.5,Part des ménages fiscaux imposés - Seine-Saint-Denis,D93,1741865,2015
2012,72.9,Part des ménages fiscaux imposés - Val-de-Marne,D94,1741866,2012
2013,67.8,Part des ménages fiscaux imposés - Val-de-Marne,D94,1741866,2013
2014,67.2,Part des ménages fiscaux imposés - Val-de-Marne,D94,1741866,2014
2015,64.6,Part des ménages fiscaux imposés - Val-de-Marne,D94,1741866,2015
2012,71.5,Part des ménages fiscaux imposés - Val-d'Oise,D95,1741867,2012
2013,65.9,Part des ménages fiscaux imposés - Val-d'Oise,D95,1741867,2013
2014,65.4,Part des ménages fiscaux imposés - Val-d'Oise,D95,1741867,2014
2015,62.6,Part des ménages fiscaux imposés - Val-d'Oise,D95,1741867,2015
2012,21122.0,Revenu disponible par unité de consommation : Médiane - Ain,D01,1741899,2012
2013,21490.0,Revenu disponible par unité de consommation : Médiane - Ain,D01,1741899,2013
2014,21700.0,Revenu disponible par unité de consommation : Médiane - Ain,D01,1741899,2014
2015,22020.0,Revenu disponible par unité de consommation : Médiane - Ain,D01,1741899,2015
2012,17766.0,Revenu disponible par unité de consommation : Médiane - Aisne,D02,1741900,2012
2013,18300.0,Revenu disponible par unité de consommation : Médiane - Aisne,D02,1741900,2013
2014,18478.0,Revenu disponible par unité de consommation : Médiane - Aisne,D02,1741900,2014
2015,18604.0,Revenu disponible par unité de consommation : Médiane - Aisne,D02,1741900,2015
2012,18492.0,Revenu disponible par unité de consommation : Médiane - Allier,D03,1741901,2012
2013,18966.0,Revenu disponible par unité de consommation : Médiane - Allier,D03,1741901,2013
2014,19102.0,Revenu disponible par unité de consommation : Médiane - Allier,D03,1741901,2014
2015,19313.0,Revenu disponible par unité de consommation : Médiane - Allier,D03,1741901,2015
2012,18658.0,Revenu disponible par unité de consommation : Médiane - Alpes-de-Haute-Provence,D04,1741902,2012
2013,19003.0,Revenu disponible par unité de consommation : Médiane - Alpes-de-Haute-Provence,D04,1741902,2013
2014,19149.0,Revenu disponible par unité de consommation : Médiane - Alpes-de-Haute-Provence,D04,1741902,2014
2015,19498.0,Revenu disponible par unité de consommation : Médiane - Alpes-de-Haute-Provence,D04,1741902,2015
2012,18849.0,Revenu disponible par unité de consommation : Médiane - Hautes-Alpes,D05,1741903,2012
2013,19199.0,Revenu disponible par unité de consommation : Médiane - Hautes-Alpes,D05,1741903,2013
2014,19386.0,Revenu disponible par unité de consommation : Médiane - Hautes-Alpes,D05,1741903,2014
2015,19726.0,Revenu disponible par unité de consommation : Médiane - Hautes-Alpes,D05,1741903,2015
2012,20162.0,Revenu disponible par unité de consommation : Médiane - Alpes-Maritimes,D06,1741904,2012
2013,20309.0,Revenu disponible par unité de consommation : Médiane - Alpes-Maritimes,D06,1741904,2013
2014,20533.0,Revenu disponible par unité de consommation : Médiane - Alpes-Maritimes,D06,1741904,2014
2015,20988.0,Revenu disponible par unité de consommation : Médiane - Alpes-Maritimes,D06,1741904,2015
2012,18663.0,Revenu disponible par unité de consommation : Médiane - Ardèche,D07,1741905,2012
2013,19154.0,Revenu disponible par unité de consommation : Médiane - Ardèche,D07,1741905,2013
2014,19384.0,Revenu disponible par unité de consommation : Médiane - Ardèche,D07,1741905,2014
2015,19613.0,Revenu disponible par unité de consommation : Médiane - Ardèche,D07,1741905,2015
2012,17623.0,Revenu disponible par unité de consommation : Médiane - Ardennes,D08,1741906,2012
2013,18171.0,Revenu disponible par unité de consommation : Médiane - Ardennes,D08,1741906,2013
2014,18311.0,Revenu disponible par unité de consommation : Médiane - Ardennes,D08,1741906,2014
2015,18541.0,Revenu disponible par unité de consommation : Médiane - Ardennes,D08,1741906,2015
2012,18084.0,Revenu disponible par unité de consommation : Médiane - Ariège,D09,1741907,2012
2013,18523.0,Revenu disponible par unité de consommation : Médiane - Ariège,D09,1741907,2013
2014,18686.0,Revenu disponible par unité de consommation : Médiane - Ariège,D09,1741907,2014
2015,18716.0,Revenu disponible par unité de consommation : Médiane - Ariège,D09,1741907,2015
2012,18693.0,Revenu disponible par unité de consommation : Médiane - Aube,D10,1741908,2012
2013,19121.0,Revenu disponible par unité de consommation : Médiane - Aube,D10,1741908,2013
2014,19255.0,Revenu disponible par unité de consommation : Médiane - Aube,D10,1741908,2014
2015,19481.0,Revenu disponible par unité de consommation : Médiane - Aube,D10,1741908,2015
2012,17231.0,Revenu disponible par unité de consommation : Médiane - Aude,D11,1741909,2012
2013,17653.0,Revenu disponible par unité de consommation : Médiane - Aude,D11,1741909,2013
2014,17793.0,Revenu disponible par unité de consommation : Médiane - Aude,D11,1741909,2014
2015,18130.0,Revenu disponible par unité de consommation : Médiane - Aude,D11,1741909,2015
2012,18670.0,Revenu disponible par unité de consommation : Médiane - Aveyron,D12,1741910,2012
2013,19134.0,Revenu disponible par unité de consommation : Médiane - Aveyron,D12,1741910,2013
2014,19424.0,Revenu disponible par unité de consommation : Médiane - Aveyron,D12,1741910,2014
2015,19565.0,Revenu disponible par unité de consommation : Médiane - Aveyron,D12,1741910,2015
2012,19425.0,Revenu disponible par unité de consommation : Médiane - Bouches-du-Rhône,D13,1741911,2012
2013,19784.0,Revenu disponible par unité de consommation : Médiane - Bouches-du-Rhône,D13,1741911,2013
2014,19955.0,Revenu disponible par unité de consommation : Médiane - Bouches-du-Rhône,D13,1741911,2014
2015,20287.0,Revenu disponible par unité de consommation : Médiane - Bouches-du-Rhône,D13,1741911,2015
2012,9538.0,Revenu disponible par unité de consommation : 1er décile - Creuse,D23,1741414,2012
2013,9766.0,Revenu disponible par unité de consommation : 1er décile - Creuse,D23,1741414,2013
2014,9888.0,Revenu disponible par unité de consommation : 1er décile - Creuse,D23,1741414,2014
2015,10043.0,Revenu disponible par unité de consommation : 1er décile - Creuse,D23,1741414,2015
2012,11138.0,Revenu disponible par unité de consommation : 1er décile - Doubs,D25,1741416,2012
2013,11286.0,Revenu disponible par unité de consommation : 1er décile - Doubs,D25,1741416,2013
2014,11375.0,Revenu disponible par unité de consommation : 1er décile - Doubs,D25,1741416,2014
2015,11551.0,Revenu disponible par unité de consommation : 1er décile - Doubs,D25,1741416,2015
2012,11092.0,Revenu disponible par unité de consommation : 1er décile - Haute-Garonne,D31,1741422,2012
2013,11233.0,Revenu disponible par unité de consommation : 1er décile - Haute-Garonne,D31,1741422,2013
2014,11253.0,Revenu disponible par unité de consommation : 1er décile - Haute-Garonne,D31,1741422,2014
2015,11235.0,Revenu disponible par unité de consommation : 1er décile - Haute-Garonne,D31,1741422,2015
2012,33681.0,Revenu disponible par unité de consommation : 9e décile - Jura,D39,1741593,2012
2013,33916.0,Revenu disponible par unité de consommation : 9e décile - Jura,D39,1741593,2013
2014,34272.0,Revenu disponible par unité de consommation : 9e décile - Jura,D39,1741593,2014
2015,35000.0,Revenu disponible par unité de consommation : 9e décile - Jura,D39,1741593,2015
2012,33716.0,Revenu disponible par unité de consommation : 9e décile - Landes,D40,1741594,2012
2013,33833.0,Revenu disponible par unité de consommation : 9e décile - Landes,D40,1741594,2013
2014,33956.0,Revenu disponible par unité de consommation : 9e décile - Landes,D40,1741594,2014
2015,33592.0,Revenu disponible par unité de consommation : 9e décile - Landes,D40,1741594,2015
2012,33924.0,Revenu disponible par unité de consommation : 9e décile - Loir-et-Cher,D41,1741595,2012
2013,34013.0,Revenu disponible par unité de consommation : 9e décile - Loir-et-Cher,D41,1741595,2013
2014,34194.0,Revenu disponible par unité de consommation : 9e décile - Loir-et-Cher,D41,1741595,2014
2015,33859.0,Revenu disponible par unité de consommation : 9e décile - Loir-et-Cher,D41,1741595,2015
2012,32610.0,Revenu disponible par unité de consommation : 9e décile - Loire,D42,1741596,2012
2013,32720.0,Revenu disponible par unité de consommation : 9e décile - Loire,D42,1741596,2013
2014,32986.0,Revenu disponible par unité de consommation : 9e décile - Loire,D42,1741596,2014
2015,33266.0,Revenu disponible par unité de consommation : 9e décile - Loire,D42,1741596,2015
2012,31785.0,Revenu disponible par unité de consommation : 9e décile - Haute-Loire,D43,1741597,2012
2013,31762.0,Revenu disponible par unité de consommation : 9e décile - Haute-Loire,D43,1741597,2013
2014,32111.0,Revenu disponible par unité de consommation : 9e décile - Haute-Loire,D43,1741597,2014
2015,31976.0,Revenu disponible par unité de consommation : 9e décile - Haute-Loire,D43,1741597,2015
2012,35337.0,Revenu disponible par unité de consommation : 9e décile - Loire-Atlantique,D44,1741598,2012
2013,35426.0,Revenu disponible par unité de consommation : 9e décile - Loire-Atlantique,D44,1741598,2013
2014,35803.0,Revenu disponible par unité de consommation : 9e décile - Loire-Atlantique,D44,1741598,2014
2015,36047.0,Revenu disponible par unité de consommation : 9e décile - Loire-Atlantique,D44,1741598,2015
2012,35613.0,Revenu disponible par unité de consommation : 9e décile - Loiret,D45,1741599,2012
2013,35767.0,Revenu disponible par unité de consommation : 9e décile - Loiret,D45,1741599,2013
2014,35866.0,Revenu disponible par unité de consommation : 9e décile - Loiret,D45,1741599,2014
2015,35596.0,Revenu disponible par unité de consommation : 9e décile - Loiret,D45,1741599,2015
2012,33712.0,Revenu disponible par unité de consommation : 9e décile - Lot,D46,1741600,2012
2013,33861.0,Revenu disponible par unité de consommation : 9e décile - Lot,D46,1741600,2013
2014,34220.0,Revenu disponible par unité de consommation : 9e décile - Lot,D46,1741600,2014
2015,33687.0,Revenu disponible par unité de consommation : 9e décile - Lot,D46,1741600,2015
2012,32283.0,Revenu disponible par unité de consommation : 9e décile - Lot-et-Garonne,D47,1741601,2012
2013,32415.0,Revenu disponible par unité de consommation : 9e décile - Lot-et-Garonne,D47,1741601,2013
2014,32587.0,Revenu disponible par unité de consommation : 9e décile - Lot-et-Garonne,D47,1741601,2014
2015,32433.0,Revenu disponible par unité de consommation : 9e décile - Lot-et-Garonne,D47,1741601,2015
2012,31205.0,Revenu disponible par unité de consommation : 9e décile - Lozère,D48,1741602,2012
2013,31344.0,Revenu disponible par unité de consommation : 9e décile - Lozère,D48,1741602,2013
2014,31744.0,Revenu disponible par unité de consommation : 9e décile - Lozère,D48,1741602,2014
2015,31909.0,Revenu disponible par unité de consommation : 9e décile - Lozère,D48,1741602,2015
2012,32066.0,Revenu disponible par unité de consommation : 9e décile - Maine-et-Loire,D49,1741603,2012
2013,32270.0,Revenu disponible par unité de consommation : 9e décile - Maine-et-Loire,D49,1741603,2013
2014,32545.0,Revenu disponible par unité de consommation : 9e décile - Maine-et-Loire,D49,1741603,2014
2015,32822.0,Revenu disponible par unité de consommation : 9e décile - Maine-et-Loire,D49,1741603,2015
2012,31767.0,Revenu disponible par unité de consommation : 9e décile - Manche,D50,1741604,2012
2013,32154.0,Revenu disponible par unité de consommation : 9e décile - Manche,D50,1741604,2013
2014,32555.0,Revenu disponible par unité de consommation : 9e décile - Manche,D50,1741604,2014
2015,32641.0,Revenu disponible par unité de consommation : 9e décile - Manche,D50,1741604,2015
2012,37207.0,Revenu disponible par unité de consommation : 9e décile - Marne,D51,1741605,2012
2013,37217.0,Revenu disponible par unité de consommation : 9e décile - Marne,D51,1741605,2013
2014,37318.0,Revenu disponible par unité de consommation : 9e décile - Marne,D51,1741605,2014
2015,37425.0,Revenu disponible par unité de consommation : 9e décile - Marne,D51,1741605,2015
2012,30669.0,Revenu disponible par unité de consommation : 9e décile - Haute-Marne,D52,1741606,2012
2013,30895.0,Revenu disponible par unité de consommation : 9e décile - Haute-Marne,D52,1741606,2013
2014,31005.0,Revenu disponible par unité de consommation : 9e décile - Haute-Marne,D52,1741606,2014
2015,31179.0,Revenu disponible par unité de consommation : 9e décile - Haute-Marne,D52,1741606,2015
2012,30654.0,Revenu disponible par unité de consommation : 9e décile - Mayenne,D53,1741607,2012
2013,31016.0,Revenu disponible par unité de consommation : 9e décile - Mayenne,D53,1741607,2013
2014,31364.0,Revenu disponible par unité de consommation : 9e décile - Mayenne,D53,1741607,2014
2015,31525.0,Revenu disponible par unité de consommation : 9e décile - Mayenne,D53,1741607,2015
2012,35003.0,Revenu disponible par unité de consommation : 9e décile - Meurthe-et-Moselle,D54,1741608,2012
2013,35584.0,Revenu disponible par unité de consommation : 9e décile - Meurthe-et-Moselle,D54,1741608,2013
2014,35873.0,Revenu disponible par unité de consommation : 9e décile - Meurthe-et-Moselle,D54,1741608,2014
2015,35623.0,Revenu disponible par unité de consommation : 9e décile - Meurthe-et-Moselle,D54,1741608,2015
2012,31728.0,Revenu disponible par unité de consommation : 9e décile - Meuse,D55,1741609,2012
2013,31917.0,Revenu disponible par unité de consommation : 9e décile - Meuse,D55,1741609,2013
2014,32186.0,Revenu disponible par unité de consommation : 9e décile - Meuse,D55,1741609,2014
2015,31968.0,Revenu disponible par unité de consommation : 9e décile - Meuse,D55,1741609,2015
2012,34001.0,Revenu disponible par unité de consommation : 9e décile - Morbihan,D56,1741610,2012
2013,34289.0,Revenu disponible par unité de consommation : 9e décile - Morbihan,D56,1741610,2013
2014,34553.0,Revenu disponible par unité de consommation : 9e décile - Morbihan,D56,1741610,2014
2015,34110.0,Revenu disponible par unité de consommation : 9e décile - Morbihan,D56,1741610,2015
2012,35576.0,Revenu disponible par unité de consommation : 9e décile - Moselle,D57,1741611,2012
2013,36418.0,Revenu disponible par unité de consommation : 9e décile - Moselle,D57,1741611,2013
2014,36947.0,Revenu disponible par unité de consommation : 9e décile - Moselle,D57,1741611,2014
2015,36962.0,Revenu disponible par unité de consommation : 9e décile - Moselle,D57,1741611,2015
2012,31393.0,Revenu disponible par unité de consommation : 9e décile - Nièvre,D58,1741612,2012
2013,31758.0,Revenu disponible par unité de consommation : 9e décile - Nièvre,D58,1741612,2013
2014,31985.0,Revenu disponible par unité de consommation : 9e décile - Nièvre,D58,1741612,2014
2015,31902.0,Revenu disponible par unité de consommation : 9e décile - Nièvre,D58,1741612,2015
2012,35424.0,Revenu disponible par unité de consommation : 9e décile - Oise,D60,1741614,2012
2013,35559.0,Revenu disponible par unité de consommation : 9e décile - Oise,D60,1741614,2013
2014,35763.0,Revenu disponible par unité de consommation : 9e décile - Oise,D60,1741614,2014
2015,35770.0,Revenu disponible par unité de consommation : 9e décile - Oise,D60,1741614,2015
2012,112716.0,Nombre total de ménages fiscaux - Jura,D39,1741629,2012
2013,113046.0,Nombre total de ménages fiscaux - Jura,D39,1741629,2013
2014,113425.0,Nombre total de ménages fiscaux - Jura,D39,1741629,2014
2015,114239.0,Nombre total de ménages fiscaux - Jura,D39,1741629,2015
2012,171644.0,Nombre total de ménages fiscaux - Landes,D40,1741630,2012
2013,174120.0,Nombre total de ménages fiscaux - Landes,D40,1741630,2013
2014,176392.0,Nombre total de ménages fiscaux - Landes,D40,1741630,2014
2015,178290.0,Nombre total de ménages fiscaux - Landes,D40,1741630,2015
2012,143789.0,Nombre total de ménages fiscaux - Loir-et-Cher,D41,1741631,2012
2013,144410.0,Nombre total de ménages fiscaux - Loir-et-Cher,D41,1741631,2013
2014,144713.0,Nombre total de ménages fiscaux - Loir-et-Cher,D41,1741631,2014
2015,145051.0,Nombre total de ménages fiscaux - Loir-et-Cher,D41,1741631,2015
2012,58.4,Part des ménages fiscaux imposés - Mayenne,D53,1741825,2012
2013,53.0,Part des ménages fiscaux imposés - Mayenne,D53,1741825,2013
2014,53.0,Part des ménages fiscaux imposés - Mayenne,D53,1741825,2014
2015,50.1,Part des ménages fiscaux imposés - Mayenne,D53,1741825,2015
2012,60.4,Part des ménages fiscaux imposés - Meurthe-et-Moselle,D54,1741826,2012
2013,54.4,Part des ménages fiscaux imposés - Meurthe-et-Moselle,D54,1741826,2013
2014,54.3,Part des ménages fiscaux imposés - Meurthe-et-Moselle,D54,1741826,2014
2015,51.2,Part des ménages fiscaux imposés - Meurthe-et-Moselle,D54,1741826,2015
2012,57.8,Part des ménages fiscaux imposés - Meuse,D55,1741827,2012
2013,51.6,Part des ménages fiscaux imposés - Meuse,D55,1741827,2013
2014,51.8,Part des ménages fiscaux imposés - Meuse,D55,1741827,2014
2015,48.8,Part des ménages fiscaux imposés - Meuse,D55,1741827,2015
2012,68.1,Part des ménages fiscaux imposés - Haut-Rhin,D68,1741840,2012
2013,62.4,Part des ménages fiscaux imposés - Haut-Rhin,D68,1741840,2013
2014,62.3,Part des ménages fiscaux imposés - Haut-Rhin,D68,1741840,2014
2015,59.9,Part des ménages fiscaux imposés - Haut-Rhin,D68,1741840,2015
2012,68.1,Part des ménages fiscaux imposés - Rhône,D69,1741841,2012
2013,63.1,Part des ménages fiscaux imposés - Rhône,D69,1741841,2013
2014,62.4,Part des ménages fiscaux imposés - Rhône,D69,1741841,2014
2015,60.2,Part des ménages fiscaux imposés - Rhône,D69,1741841,2015
2012,59.2,Part des ménages fiscaux imposés - Haute-Saône,D70,1741842,2012
2013,52.0,Part des ménages fiscaux imposés - Haute-Saône,D70,1741842,2013
2014,52.1,Part des ménages fiscaux imposés - Haute-Saône,D70,1741842,2014
2015,49.0,Part des ménages fiscaux imposés - Haute-Saône,D70,1741842,2015
2012,61.1,Part des ménages fiscaux imposés - Saône-et-Loire,D71,1741843,2012
2013,54.5,Part des ménages fiscaux imposés - Saône-et-Loire,D71,1741843,2013
2014,54.8,Part des ménages fiscaux imposés - Saône-et-Loire,D71,1741843,2014
2015,52.1,Part des ménages fiscaux imposés - Saône-et-Loire,D71,1741843,2015
2012,61.9,Part des ménages fiscaux imposés - Sarthe,D72,1741844,2012
2013,55.6,Part des ménages fiscaux imposés - Sarthe,D72,1741844,2013
2014,55.6,Part des ménages fiscaux imposés - Sarthe,D72,1741844,2014
2015,52.4,Part des ménages fiscaux imposés - Sarthe,D72,1741844,2015
2012,68.6,Part des ménages fiscaux imposés - Savoie,D73,1741845,2012
2013,63.1,Part des ménages fiscaux imposés - Savoie,D73,1741845,2013
2014,63.3,Part des ménages fiscaux imposés - Savoie,D73,1741845,2014
2015,60.3,Part des ménages fiscaux imposés - Savoie,D73,1741845,2015
2012,67.0,Part des ménages fiscaux imposés - Haute-Savoie,D74,1741846,2012
2013,62.9,Part des ménages fiscaux imposés - Haute-Savoie,D74,1741846,2013
2014,62.9,Part des ménages fiscaux imposés - Haute-Savoie,D74,1741846,2014
2015,60.4,Part des ménages fiscaux imposés - Haute-Savoie,D74,1741846,2015
2012,75.3,Part des ménages fiscaux imposés - Paris,D75,1741847,2012
2013,72.2,Part des ménages fiscaux imposés - Paris,D75,1741847,2013
2014,71.6,Part des ménages fiscaux imposés - Paris,D75,1741847,2014
2015,70.2,Part des ménages fiscaux imposés - Paris,D75,1741847,2015
2012,63.4,Part des ménages fiscaux imposés - Seine-Maritime,D76,1741848,2012
2013,56.9,Part des ménages fiscaux imposés - Seine-Maritime,D76,1741848,2013
2014,56.6,Part des ménages fiscaux imposés - Seine-Maritime,D76,1741848,2014
2015,53.7,Part des ménages fiscaux imposés - Seine-Maritime,D76,1741848,2015
2012,73.1,Part des ménages fiscaux imposés - Seine-et-Marne,D77,1741849,2012
2013,68.0,Part des ménages fiscaux imposés - Seine-et-Marne,D77,1741849,2013
2014,67.7,Part des ménages fiscaux imposés - Seine-et-Marne,D77,1741849,2014
2015,64.9,Part des ménages fiscaux imposés - Seine-et-Marne,D77,1741849,2015
2012,79.0,Part des ménages fiscaux imposés - Yvelines,D78,1741850,2012
2013,75.1,Part des ménages fiscaux imposés - Yvelines,D78,1741850,2013
2014,74.5,Part des ménages fiscaux imposés - Yvelines,D78,1741850,2014
2015,72.1,Part des ménages fiscaux imposés - Yvelines,D78,1741850,2015
2012,58.5,Part des ménages fiscaux imposés - Deux-Sèvres,D79,1741851,2012
2013,52.2,Part des ménages fiscaux imposés - Deux-Sèvres,D79,1741851,2013
2014,52.7,Part des ménages fiscaux imposés - Deux-Sèvres,D79,1741851,2014
2015,50.2,Part des ménages fiscaux imposés - Deux-Sèvres,D79,1741851,2015
2012,60.2,Part des ménages fiscaux imposés - Somme,D80,1741852,2012
2013,53.4,Part des ménages fiscaux imposés - Somme,D80,1741852,2013
2014,53.3,Part des ménages fiscaux imposés - Somme,D80,1741852,2014
2015,50.5,Part des ménages fiscaux imposés - Somme,D80,1741852,2015
2012,56.4,Part des ménages fiscaux imposés - Tarn,D81,1741853,2012
2013,49.5,Part des ménages fiscaux imposés - Tarn,D81,1741853,2013
2014,50.4,Part des ménages fiscaux imposés - Tarn,D81,1741853,2014
2015,47.4,Part des ménages fiscaux imposés - Tarn,D81,1741853,2015
2012,55.2,Part des ménages fiscaux imposés - Tarn-et-Garonne,D82,1741854,2012
2013,48.4,Part des ménages fiscaux imposés - Tarn-et-Garonne,D82,1741854,2013
2014,49.2,Part des ménages fiscaux imposés - Tarn-et-Garonne,D82,1741854,2014
2015,46.3,Part des ménages fiscaux imposés - Tarn-et-Garonne,D82,1741854,2015
2012,63.4,Part des ménages fiscaux imposés - Var,D83,1741855,2012
2013,57.2,Part des ménages fiscaux imposés - Var,D83,1741855,2013
2014,57.4,Part des ménages fiscaux imposés - Var,D83,1741855,2014
2015,54.6,Part des ménages fiscaux imposés - Var,D83,1741855,2015
2012,58.2,Part des ménages fiscaux imposés - Vaucluse,D84,1741856,2012
2013,51.5,Part des ménages fiscaux imposés - Vaucluse,D84,1741856,2013
2014,51.7,Part des ménages fiscaux imposés - Vaucluse,D84,1741856,2014
2015,48.9,Part des ménages fiscaux imposés - Vaucluse,D84,1741856,2015
2012,61.0,Part des ménages fiscaux imposés - Vendée,D85,1741857,2012
2013,54.5,Part des ménages fiscaux imposés - Vendée,D85,1741857,2013
2014,55.2,Part des ménages fiscaux imposés - Vendée,D85,1741857,2014
2015,52.1,Part des ménages fiscaux imposés - Vendée,D85,1741857,2015
2012,60.3,Part des ménages fiscaux imposés - Vienne,D86,1741858,2012
2013,54.0,Part des ménages fiscaux imposés - Vienne,D86,1741858,2013
2014,54.3,Part des ménages fiscaux imposés - Vienne,D86,1741858,2014
2015,51.4,Part des ménages fiscaux imposés - Vienne,D86,1741858,2015
