periode,revenu,description,zone,id_serie,annee
2013,19920.0,Revenu disponible par unité de consommation : Médiane - Jura,D39,1741938,2013
2014,20166.0,Revenu disponible par unité de consommation : Médiane - Jura,D39,1741938,2014
2015,20534.0,Revenu disponible par unité de consommation : Médiane - Jura,D39,1741938,2015
2012,19594.0,Revenu disponible par unité de consommation : Médiane - Landes,D40,1741939,2012
2013,20025.0,Revenu disponible par unité de consommation : Médiane - Landes,D40,1741939,2013
2014,20148.0,Revenu disponible par unité de consommation : Médiane - Landes,D40,1741939,2014
2015,20229.0,Revenu disponible par unité de consommation : Médiane - Landes,D40,1741939,2015
2012,19563.0,Revenu disponible par unité de consommation : Médiane - Loir-et-Cher,D41,1741940,2012
2013,19991.0,Revenu disponible par unité de consommation : Médiane - Loir-et-Cher,D41,1741940,2013
2014,20131.0,Revenu disponible par unité de consommation : Médiane - Loir-et-Cher,D41,1741940,2014
2015,20329.0,Revenu disponible par unité de consommation : Médiane - Loir-et-Cher,D41,1741940,2015
2012,18866.0,Revenu disponible par unité de consommation : Médiane - Loire,D42,1741941,2012
2013,19317.0,Revenu disponible par unité de consommation : Médiane - Loire,D42,1741941,2013
2014,19515.0,Revenu disponible par unité de consommation : Médiane - Loire,D42,1741941,2014
2015,19729.0,Revenu disponible par unité de consommation : Médiane - Loire,D42,1741941,2015
2012,18856.0,Revenu disponible par unité de consommation : Médiane - Haute-Loire,D43,1741942,2012
2013,19208.0,Revenu disponible par unité de consommation : Médiane - Haute-Loire,D43,1741942,2013
2014,19453.0,Revenu disponible par unité de consommation : Médiane - Haute-Loire,D43,1741942,2014
2015,19604.0,Revenu disponible par unité de consommation : Médiane - Haute-Loire,D43,1741942,2015
2012,20364.0,Revenu disponible par unité de consommation : Médiane - Loire-Atlantique,D44,1741943,2012
2013,20797.0,Revenu disponible par unité de consommation : Médiane - Loire-Atlantique,D44,1741943,2013
2014,20997.0,Revenu disponible par unité de consommation : Médiane - Loire-Atlantique,D44,1741943,2014
2015,21276.0,Revenu disponible par unité de consommation : Médiane - Loire-Atlantique,D44,1741943,2015
2012,20322.0,Revenu disponible par unité de consommation : Médiane - Loiret,D45,1741944,2012
2013,20678.0,Revenu disponible par unité de consommation : Médiane - Loiret,D45,1741944,2013
2014,20790.0,Revenu disponible par unité de consommation : Médiane - Loiret,D45,1741944,2014
2015,20921.0,Revenu disponible par unité de consommation : Médiane - Loiret,D45,1741944,2015
2012,18132.0,Revenu disponible par unité de consommation : Médiane - Lot-et-Garonne,D47,1741946,2012
2013,18618.0,Revenu disponible par unité de consommation : Médiane - Lot-et-Garonne,D47,1741946,2013
2014,18756.0,Revenu disponible par unité de consommation : Médiane - Lot-et-Garonne,D47,1741946,2014
2015,18917.0,Revenu disponible par unité de consommation : Médiane - Lot-et-Garonne,D47,1741946,2015
2012,25144.0,Revenu disponible par unité de consommation : Médiane - Yvelines,D78,1741977,2012
2013,25421.0,Revenu disponible par unité de consommation : Médiane - Yvelines,D78,1741977,2013
2014,25550.0,Revenu disponible par unité de consommation : Médiane - Yvelines,D78,1741977,2014
2015,25616.0,Revenu disponible par unité de consommation : Médiane - Yvelines,D78,1741977,2015
2012,18819.0,Revenu disponible par unité de consommation : Médiane - Deux-Sèvres,D79,1741978,2012
2013,19335.0,Revenu disponible par unité de consommation : Médiane - Deux-Sèvres,D79,1741978,2013
2014,19584.0,Revenu disponible par unité de consommation : Médiane - Deux-Sèvres,D79,1741978,2014
2015,19676.0,Revenu disponible par unité de consommation : Médiane - Deux-Sèvres,D79,1741978,2015
2012,18345.0,Revenu disponible par unité de consommation : Médiane - Somme,D80,1741979,2012
2013,18879.0,Revenu disponible par unité de consommation : Médiane - Somme,D80,1741979,2013
2014,19060.0,Revenu disponible par unité de consommation : Médiane - Somme,D80,1741979,2014
2015,19205.0,Revenu disponible par unité de consommation : Médiane - Somme,D80,1741979,2015
2012,18701.0,Revenu disponible par unité de consommation : Médiane - Tarn,D81,1741980,2012
2013,19144.0,Revenu disponible par unité de consommation : Médiane - Tarn,D81,1741980,2013
2014,19315.0,Revenu disponible par unité de consommation : Médiane - Tarn,D81,1741980,2014
2015,19365.0,Revenu disponible par unité de consommation : Médiane - Tarn,D81,1741980,2015
2012,18399.0,Revenu disponible par unité de consommation : Médiane - Tarn-et-Garonne,D82,1741981,2012
2013,18689.0,Revenu disponible par unité de consommation : Médiane - Tarn-et-Garonne,D82,1741981,2013
2014,18848.0,Revenu disponible par unité de consommation : Médiane - Tarn-et-Garonne,D82,1741981,2014
2015,19007.0,Revenu disponible par unité de consommation : Médiane - Tarn-et-Garonne,D82,1741981,2015
2012,19611.0,Revenu disponible par unité de consommation : Médiane - Var,D83,1741982,2012
2013,19933.0,Revenu disponible par unité de consommation : Médiane - Var,D83,1741982,2013
2014,20119.0,Revenu disponible par unité de consommation : Médiane - Var,D83,1741982,2014
2015,20507.0,Revenu disponible par unité de consommation : Médiane - Var,D83,1741982,2015
2012,18007.0,Revenu disponible par unité de consommation : Médiane - Vaucluse,D84,1741983,2012
2013,18380.0,Revenu disponible par unité de consommation : Médiane - Vaucluse,D84,1741983,2013
2014,18521.0,Revenu disponible par unité de consommation : Médiane - Vaucluse,D84,1741983,2014
2015,18887.0,Revenu disponible par unité de consommation : Médiane - Vaucluse,D84,1741983,2015
2014,34287.0,Revenu disponible par unité de consommation : 9e décile - Martinique,D972,10001958,2014
2015,35647.0,Revenu disponible par unité de consommation : 9e décile - Martinique,D972,10001958,2015
2014,16074.0,Revenu disponible par unité de consommation : Médiane - Martinique,D972,10001959,2014
2015,16655.0,Revenu disponible par unité de consommation : Médiane - Martinique,D972,10001959,2015
2014,148503.0,Nombre total de ménages fiscaux - Martinique,D972,10001960,2014
2015,149744.0,Nombre total de ménages fiscaux - Martinique,D972,10001960,2015
2014,39.7,Part des ménages fiscaux imposés - Martinique,D972,10001961,2014
2015,35.2,Part des ménages fiscaux imposés - Martinique,D972,10001961,2015
2014,7043.0,Revenu disponible par unité de consommation : 1er décile - La Réunion,D974,10001962,2014
2015,7329.0,Revenu disponible par unité de consommation : 1er décile - La Réunion,D974,10001962,2015
2014,33479.0,Revenu disponible par unité de consommation : 9e décile - La Réunion,D974,10001963,2014
2015,34553.0,Revenu disponible par unité de consommation : 9e décile - La Réunion,D974,10001963,2015
2014,13828.0,Revenu disponible par unité de consommation : Médiane - La Réunion,D974,10001964,2014
2015,14258.0,Revenu disponible par unité de consommation : Médiane - La Réunion,D974,10001964,2015
2014,294830.0,Nombre total de ménages fiscaux - La Réunion,D974,10001965,2014
2015,301424.0,Nombre total de ménages fiscaux - La Réunion,D974,10001965,2015
2014,33.7,Part des ménages fiscaux imposés - La Réunion,D974,10001966,2014
2015,29.7,Part des ménages fiscaux imposés - La Réunion,D974,10001966,2015
2012,56.9,Part des ménages fiscaux imposés - Aveyron,D12,1741783,2012
2013,50.9,Part des ménages fiscaux imposés - Aveyron,D12,1741783,2013
2014,52.6,Part des ménages fiscaux imposés - Aveyron,D12,1741783,2014
2015,49.6,Part des ménages fiscaux imposés - Aveyron,D12,1741783,2015
2012,62.8,Part des ménages fiscaux imposés - Bouches-du-Rhône,D13,1741784,2012
2013,57.1,Part des ménages fiscaux imposés - Bouches-du-Rhône,D13,1741784,2013
2014,56.9,Part des ménages fiscaux imposés - Bouches-du-Rhône,D13,1741784,2014
2015,54.4,Part des ménages fiscaux imposés - Bouches-du-Rhône,D13,1741784,2015
2012,63.0,Part des ménages fiscaux imposés - Calvados,D14,1741785,2012
2013,56.8,Part des ménages fiscaux imposés - Calvados,D14,1741785,2013
2014,56.6,Part des ménages fiscaux imposés - Calvados,D14,1741785,2014
2015,53.8,Part des ménages fiscaux imposés - Calvados,D14,1741785,2015
2012,55.3,Part des ménages fiscaux imposés - Cantal,D15,1741786,2012
2013,49.2,Part des ménages fiscaux imposés - Cantal,D15,1741786,2013
2014,50.5,Part des ménages fiscaux imposés - Cantal,D15,1741786,2014
2015,47.5,Part des ménages fiscaux imposés - Cantal,D15,1741786,2015
2012,58.9,Part des ménages fiscaux imposés - Charente,D16,1741787,2012
2013,52.1,Part des ménages fiscaux imposés - Charente,D16,1741787,2013
2014,52.4,Part des ménages fiscaux imposés - Charente,D16,1741787,2014
2015,49.5,Part des ménages fiscaux imposés - Charente,D16,1741787,2015
2012,60.4,Part des ménages fiscaux imposés - Charente-Maritime,D17,1741788,2012
2013,54.2,Part des ménages fiscaux imposés - Charente-Maritime,D17,1741788,2013
2014,54.8,Part des ménages fiscaux imposés - Charente-Maritime,D17,1741788,2014
2015,52.0,Part des ménages fiscaux imposés - Charente-Maritime,D17,1741788,2015
2012,61.4,Part des ménages fiscaux imposés - Cher,D18,1741789,2012
2013,54.8,Part des ménages fiscaux imposés - Cher,D18,1741789,2013
2014,55.0,Part des ménages fiscaux imposés - Cher,D18,1741789,2014
2015,51.9,Part des ménages fiscaux imposés - Cher,D18,1741789,2015
2012,60.2,Part des ménages fiscaux imposés - Corrèze,D19,1741790,2012
2013,53.7,Part des ménages fiscaux imposés - Corrèze,D19,1741790,2013
2014,54.6,Part des ménages fiscaux imposés - Corrèze,D19,1741790,2014
2015,51.5,Part des ménages fiscaux imposés - Corrèze,D19,1741790,2015
2012,55.2,Part des ménages fiscaux imposés - Haute-Corse,D2B,1741792,2012
2013,48.2,Part des ménages fiscaux imposés - Haute-Corse,D2B,1741792,2013
2014,48.5,Part des ménages fiscaux imposés - Haute-Corse,D2B,1741792,2014
2015,46.3,Part des ménages fiscaux imposés - Haute-Corse,D2B,1741792,2015
2012,67.0,Part des ménages fiscaux imposés - Côte-d'Or,D21,1741793,2012
2013,61.9,Part des ménages fiscaux imposés - Côte-d'Or,D21,1741793,2013
2014,61.5,Part des ménages fiscaux imposés - Côte-d'Or,D21,1741793,2014
2015,58.9,Part des ménages fiscaux imposés - Côte-d'Or,D21,1741793,2015
2012,59.5,Part des ménages fiscaux imposés - Côtes-d'Armor,D22,1741794,2012
2013,54.0,Part des ménages fiscaux imposés - Côtes-d'Armor,D22,1741794,2013
2014,54.7,Part des ménages fiscaux imposés - Côtes-d'Armor,D22,1741794,2014
2015,51.5,Part des ménages fiscaux imposés - Côtes-d'Armor,D22,1741794,2015
2012,51.9,Part des ménages fiscaux imposés - Creuse,D23,1741795,2012
2013,46.1,Part des ménages fiscaux imposés - Creuse,D23,1741795,2013
2014,47.3,Part des ménages fiscaux imposés - Creuse,D23,1741795,2014
2015,44.7,Part des ménages fiscaux imposés - Creuse,D23,1741795,2015
2012,56.2,Part des ménages fiscaux imposés - Dordogne,D24,1741796,2012
2013,49.4,Part des ménages fiscaux imposés - Dordogne,D24,1741796,2013
2014,49.9,Part des ménages fiscaux imposés - Dordogne,D24,1741796,2014
2015,47.0,Part des ménages fiscaux imposés - Dordogne,D24,1741796,2015
2012,67.1,Part des ménages fiscaux imposés - Eure-et-Loir,D28,1741800,2012
2013,61.6,Part des ménages fiscaux imposés - Eure-et-Loir,D28,1741800,2013
2014,61.4,Part des ménages fiscaux imposés - Eure-et-Loir,D28,1741800,2014
2015,58.2,Part des ménages fiscaux imposés - Eure-et-Loir,D28,1741800,2015
2012,61.6,Part des ménages fiscaux imposés - Finistère,D29,1741801,2012
2013,55.9,Part des ménages fiscaux imposés - Finistère,D29,1741801,2013
2014,56.4,Part des ménages fiscaux imposés - Finistère,D29,1741801,2014
2015,53.4,Part des ménages fiscaux imposés - Finistère,D29,1741801,2015
2012,56.4,Part des ménages fiscaux imposés - Gard,D30,1741802,2012
2013,49.8,Part des ménages fiscaux imposés - Gard,D30,1741802,2013
2014,49.9,Part des ménages fiscaux imposés - Gard,D30,1741802,2014
2015,47.5,Part des ménages fiscaux imposés - Gard,D30,1741802,2015
2012,67.1,Part des ménages fiscaux imposés - Haute-Garonne,D31,1741803,2012
2013,61.8,Part des ménages fiscaux imposés - Haute-Garonne,D31,1741803,2013
2014,61.3,Part des ménages fiscaux imposés - Haute-Garonne,D31,1741803,2014
2015,58.8,Part des ménages fiscaux imposés - Haute-Garonne,D31,1741803,2015
2012,56.8,Part des ménages fiscaux imposés - Gers,D32,1741804,2012
2013,51.3,Part des ménages fiscaux imposés - Gers,D32,1741804,2013
2014,51.3,Part des ménages fiscaux imposés - Gers,D32,1741804,2014
2015,48.6,Part des ménages fiscaux imposés - Gers,D32,1741804,2015
2012,64.8,Part des ménages fiscaux imposés - Gironde,D33,1741805,2012
2013,58.8,Part des ménages fiscaux imposés - Gironde,D33,1741805,2013
2014,58.7,Part des ménages fiscaux imposés - Gironde,D33,1741805,2014
2015,56.0,Part des ménages fiscaux imposés - Gironde,D33,1741805,2015
2012,58.3,Part des ménages fiscaux imposés - Hérault,D34,1741806,2012
2013,51.9,Part des ménages fiscaux imposés - Hérault,D34,1741806,2013
2014,51.8,Part des ménages fiscaux imposés - Hérault,D34,1741806,2014
2015,49.6,Part des ménages fiscaux imposés - Hérault,D34,1741806,2015
2012,63.8,Part des ménages fiscaux imposés - Ille-et-Vilaine,D35,1741807,2012
2013,58.1,Part des ménages fiscaux imposés - Ille-et-Vilaine,D35,1741807,2013
2014,58.0,Part des ménages fiscaux imposés - Ille-et-Vilaine,D35,1741807,2014
2015,55.0,Part des ménages fiscaux imposés - Ille-et-Vilaine,D35,1741807,2015
2012,57.5,Part des ménages fiscaux imposés - Indre,D36,1741808,2012
2013,51.0,Part des ménages fiscaux imposés - Indre,D36,1741808,2013
2014,51.8,Part des ménages fiscaux imposés - Indre,D36,1741808,2014
2015,48.7,Part des ménages fiscaux imposés - Indre,D36,1741808,2015
2012,64.2,Part des ménages fiscaux imposés - Indre-et-Loire,D37,1741809,2012
2013,58.2,Part des ménages fiscaux imposés - Indre-et-Loire,D37,1741809,2013
2014,58.2,Part des ménages fiscaux imposés - Indre-et-Loire,D37,1741809,2014
2015,55.3,Part des ménages fiscaux imposés - Indre-et-Loire,D37,1741809,2015
2012,67.2,Part des ménages fiscaux imposés - Isère,D38,1741810,2012
2013,61.5,Part des ménages fiscaux imposés - Isère,D38,1741810,2013
2014,61.4,Part des ménages fiscaux imposés - Isère,D38,1741810,2014
2015,58.7,Part des ménages fiscaux imposés - Isère,D38,1741810,2015
2012,62.7,Part des ménages fiscaux imposés - Jura,D39,1741811,2012
2013,56.9,Part des ménages fiscaux imposés - Jura,D39,1741811,2013
2014,57.0,Part des ménages fiscaux imposés - Jura,D39,1741811,2014
2015,54.1,Part des ménages fiscaux imposés - Jura,D39,1741811,2015
2012,62.7,Part des ménages fiscaux imposés - Landes,D40,1741812,2012
2013,55.6,Part des ménages fiscaux imposés - Landes,D40,1741812,2013
2014,56.2,Part des ménages fiscaux imposés - Landes,D40,1741812,2014
2015,52.8,Part des ménages fiscaux imposés - Landes,D40,1741812,2015
2012,63.8,Part des ménages fiscaux imposés - Loir-et-Cher,D41,1741813,2012
2013,57.6,Part des ménages fiscaux imposés - Loir-et-Cher,D41,1741813,2013
2014,57.6,Part des ménages fiscaux imposés - Loir-et-Cher,D41,1741813,2014
2015,54.7,Part des ménages fiscaux imposés - Loir-et-Cher,D41,1741813,2015
2012,59.9,Part des ménages fiscaux imposés - Loire,D42,1741814,2012
2013,53.0,Part des ménages fiscaux imposés - Loire,D42,1741814,2013
2014,53.2,Part des ménages fiscaux imposés - Loire,D42,1741814,2014
2015,50.1,Part des ménages fiscaux imposés - Loire,D42,1741814,2015
2012,57.0,Part des ménages fiscaux imposés - Haute-Loire,D43,1741815,2012
2013,49.9,Part des ménages fiscaux imposés - Haute-Loire,D43,1741815,2013
2014,51.0,Part des ménages fiscaux imposés - Haute-Loire,D43,1741815,2014
2015,48.1,Part des ménages fiscaux imposés - Haute-Loire,D43,1741815,2015
2012,65.0,Part des ménages fiscaux imposés - Loire-Atlantique,D44,1741816,2012
2013,59.4,Part des ménages fiscaux imposés - Loire-Atlantique,D44,1741816,2013
2014,59.3,Part des ménages fiscaux imposés - Loire-Atlantique,D44,1741816,2014
2015,56.5,Part des ménages fiscaux imposés - Loire-Atlantique,D44,1741816,2015
2012,67.4,Part des ménages fiscaux imposés - Loiret,D45,1741817,2012
2013,61.9,Part des ménages fiscaux imposés - Loiret,D45,1741817,2013
2014,61.6,Part des ménages fiscaux imposés - Loiret,D45,1741817,2014
2015,58.5,Part des ménages fiscaux imposés - Loiret,D45,1741817,2015
2012,57.3,Part des ménages fiscaux imposés - Lot,D46,1741818,2012
2013,51.6,Part des ménages fiscaux imposés - Lot,D46,1741818,2013
2014,52.6,Part des ménages fiscaux imposés - Lot,D46,1741818,2014
2015,49.9,Part des ménages fiscaux imposés - Lot,D46,1741818,2015
2012,55.4,Part des ménages fiscaux imposés - Lot-et-Garonne,D47,1741819,2012
2013,48.9,Part des ménages fiscaux imposés - Lot-et-Garonne,D47,1741819,2013
2014,49.6,Part des ménages fiscaux imposés - Lot-et-Garonne,D47,1741819,2014
2015,46.7,Part des ménages fiscaux imposés - Lot-et-Garonne,D47,1741819,2015
2012,57.6,Part des ménages fiscaux imposés - Lozère,D48,1741820,2012
2013,51.6,Part des ménages fiscaux imposés - Lozère,D48,1741820,2013
2014,52.2,Part des ménages fiscaux imposés - Lozère,D48,1741820,2014
2015,49.3,Part des ménages fiscaux imposés - Lozère,D48,1741820,2015
2012,59.8,Part des ménages fiscaux imposés - Maine-et-Loire,D49,1741821,2012
2013,53.1,Part des ménages fiscaux imposés - Maine-et-Loire,D49,1741821,2013
2014,53.1,Part des ménages fiscaux imposés - Maine-et-Loire,D49,1741821,2014
2015,49.9,Part des ménages fiscaux imposés - Maine-et-Loire,D49,1741821,2015
2012,77.6,Part des ménages fiscaux imposés - Hauts-de-Seine,D92,1741864,2012
2013,74.0,Part des ménages fiscaux imposés - Hauts-de-Seine,D92,1741864,2013
2014,73.5,Part des ménages fiscaux imposés - Hauts-de-Seine,D92,1741864,2014
2015,71.5,Part des ménages fiscaux imposés - Hauts-de-Seine,D92,1741864,2015
2012,19403.0,Revenu disponible par unité de consommation : Médiane - Calvados,D14,1741912,2012
2013,19850.0,Revenu disponible par unité de consommation : Médiane - Calvados,D14,1741912,2013
2014,20046.0,Revenu disponible par unité de consommation : Médiane - Calvados,D14,1741912,2014
2015,20276.0,Revenu disponible par unité de consommation : Médiane - Calvados,D14,1741912,2015
2012,18757.0,Revenu disponible par unité de consommation : Médiane - Charente,D16,1741914,2012
2013,19265.0,Revenu disponible par unité de consommation : Médiane - Charente,D16,1741914,2013
2014,19450.0,Revenu disponible par unité de consommation : Médiane - Charente,D16,1741914,2014
2015,19627.0,Revenu disponible par unité de consommation : Médiane - Charente,D16,1741914,2015
2012,19184.0,Revenu disponible par unité de consommation : Médiane - Vendée,D85,1741984,2012
2013,19633.0,Revenu disponible par unité de consommation : Médiane - Vendée,D85,1741984,2013
2014,19854.0,Revenu disponible par unité de consommation : Médiane - Vendée,D85,1741984,2014
2015,20073.0,Revenu disponible par unité de consommation : Médiane - Vendée,D85,1741984,2015
2012,19206.0,Revenu disponible par unité de consommation : Médiane - Vienne,D86,1741985,2012
2013,19654.0,Revenu disponible par unité de consommation : Médiane - Vienne,D86,1741985,2013
2014,19816.0,Revenu disponible par unité de consommation : Médiane - Vienne,D86,1741985,2014
2015,19934.0,Revenu disponible par unité de consommation : Médiane - Vienne,D86,1741985,2015
2012,19118.0,Revenu disponible par unité de consommation : Médiane - Haute-Vienne,D87,1741986,2012
2013,19492.0,Revenu disponible par unité de consommation : Médiane - Haute-Vienne,D87,1741986,2013
2014,19698.0,Revenu disponible par unité de consommation : Médiane - Haute-Vienne,D87,1741986,2014
2015,19953.0,Revenu disponible par unité de consommation : Médiane - Haute-Vienne,D87,1741986,2015
2012,18403.0,Revenu disponible par unité de consommation : Médiane - Vosges,D88,1741987,2012
2013,18946.0,Revenu disponible par unité de consommation : Médiane - Vosges,D88,1741987,2013
2014,19097.0,Revenu disponible par unité de consommation : Médiane - Vosges,D88,1741987,2014
2015,19126.0,Revenu disponible par unité de consommation : Médiane - Vosges,D88,1741987,2015
2012,19080.0,Revenu disponible par unité de consommation : Médiane - Yonne,D89,1741988,2012
2013,19526.0,Revenu disponible par unité de consommation : Médiane - Yonne,D89,1741988,2013
2014,19668.0,Revenu disponible par unité de consommation : Médiane - Yonne,D89,1741988,2014
2015,19808.0,Revenu disponible par unité de consommation : Médiane - Yonne,D89,1741988,2015
2012,19704.0,Revenu disponible par unité de consommation : Médiane - Territoire de Belfort,D90,1741989,2012
2013,20072.0,Revenu disponible par unité de consommation : Médiane - Territoire de Belfort,D90,1741989,2013
2014,20255.0,Revenu disponible par unité de consommation : Médiane - Territoire de Belfort,D90,1741989,2014
2015,20632.0,Revenu disponible par unité de consommation : Médiane - Territoire de Belfort,D90,1741989,2015
2012,22615.0,Revenu disponible par unité de consommation : Médiane - Essonne,D91,1741990,2012
2013,22819.0,Revenu disponible par unité de consommation : Médiane - Essonne,D91,1741990,2013
2014,22954.0,Revenu disponible par unité de consommation : Médiane - Essonne,D91,1741990,2014
2015,22978.0,Revenu disponible par unité de consommation : Médiane - Essonne,D91,1741990,2015
2012,25522.0,Revenu disponible par unité de consommation : Médiane - Hauts-de-Seine,D92,1741991,2012
2013,25787.0,Revenu disponible par unité de consommation : Médiane - Hauts-de-Seine,D92,1741991,2013
2014,25961.0,Revenu disponible par unité de consommation : Médiane - Hauts-de-Seine,D92,1741991,2014
2015,26225.0,Revenu disponible par unité de consommation : Médiane - Hauts-de-Seine,D92,1741991,2015
2012,16609.0,Revenu disponible par unité de consommation : Médiane - Seine-Saint-Denis,D93,1741992,2012
2013,16745.0,Revenu disponible par unité de consommation : Médiane - Seine-Saint-Denis,D93,1741992,2013
2014,16726.0,Revenu disponible par unité de consommation : Médiane - Seine-Saint-Denis,D93,1741992,2014
2015,16762.0,Revenu disponible par unité de consommation : Médiane - Seine-Saint-Denis,D93,1741992,2015
2012,21359.0,Revenu disponible par unité de consommation : Médiane - Val-de-Marne,D94,1741993,2012
2013,21526.0,Revenu disponible par unité de consommation : Médiane - Val-de-Marne,D94,1741993,2013
2014,21675.0,Revenu disponible par unité de consommation : Médiane - Val-de-Marne,D94,1741993,2014
2015,21726.0,Revenu disponible par unité de consommation : Médiane - Val-de-Marne,D94,1741993,2015
2012,20548.0,Revenu disponible par unité de consommation : Médiane - Val-d'Oise,D95,1741994,2012
2013,20778.0,Revenu disponible par unité de consommation : Médiane - Val-d'Oise,D95,1741994,2013
2014,20985.0,Revenu disponible par unité de consommation : Médiane - Val-d'Oise,D95,1741994,2014
2015,21001.0,Revenu disponible par unité de consommation : Médiane - Val-d'Oise,D95,1741994,2015
2014,7770.0,Revenu disponible par unité de consommation : 1er décile - Martinique,D972,10001957,2014
2015,8017.0,Revenu disponible par unité de consommation : 1er décile - Martinique,D972,10001957,2015
2012,11400.0,Revenu disponible par unité de consommation : 1er décile - Côtes-d'Armor,D22,1741413,2012
2013,11586.0,Revenu disponible par unité de consommation : 1er décile - Côtes-d'Armor,D22,1741413,2013
2014,11673.0,Revenu disponible par unité de consommation : 1er décile - Côtes-d'Armor,D22,1741413,2014
2015,11665.0,Revenu disponible par unité de consommation : 1er décile - Côtes-d'Armor,D22,1741413,2015
2012,65.6,Part des ménages fiscaux imposés - Ain,D01,1741772,2012
2013,60.2,Part des ménages fiscaux imposés - Ain,D01,1741772,2013
2014,60.0,Part des ménages fiscaux imposés - Ain,D01,1741772,2014
2015,57.5,Part des ménages fiscaux imposés - Ain,D01,1741772,2015
2012,57.5,Part des ménages fiscaux imposés - Aisne,D02,1741773,2012
2013,50.7,Part des ménages fiscaux imposés - Aisne,D02,1741773,2013
2014,50.6,Part des ménages fiscaux imposés - Aisne,D02,1741773,2014
2015,47.8,Part des ménages fiscaux imposés - Aisne,D02,1741773,2015
2012,57.8,Part des ménages fiscaux imposés - Allier,D03,1741774,2012
2013,51.4,Part des ménages fiscaux imposés - Allier,D03,1741774,2013
2014,51.9,Part des ménages fiscaux imposés - Allier,D03,1741774,2014
2015,48.6,Part des ménages fiscaux imposés - Allier,D03,1741774,2015
2012,59.2,Part des ménages fiscaux imposés - Alpes-de-Haute-Provence,D04,1741775,2012
2013,53.0,Part des ménages fiscaux imposés - Alpes-de-Haute-Provence,D04,1741775,2013
2014,53.2,Part des ménages fiscaux imposés - Alpes-de-Haute-Provence,D04,1741775,2014
2015,50.2,Part des ménages fiscaux imposés - Alpes-de-Haute-Provence,D04,1741775,2015
2012,61.7,Part des ménages fiscaux imposés - Hautes-Alpes,D05,1741776,2012
2013,55.3,Part des ménages fiscaux imposés - Hautes-Alpes,D05,1741776,2013
2014,55.8,Part des ménages fiscaux imposés - Hautes-Alpes,D05,1741776,2014
2015,52.4,Part des ménages fiscaux imposés - Hautes-Alpes,D05,1741776,2015
2012,65.7,Part des ménages fiscaux imposés - Alpes-Maritimes,D06,1741777,2012
2013,60.2,Part des ménages fiscaux imposés - Alpes-Maritimes,D06,1741777,2013
2014,60.4,Part des ménages fiscaux imposés - Alpes-Maritimes,D06,1741777,2014
2015,57.8,Part des ménages fiscaux imposés - Alpes-Maritimes,D06,1741777,2015
2012,58.9,Part des ménages fiscaux imposés - Ardèche,D07,1741778,2012
2013,51.9,Part des ménages fiscaux imposés - Ardèche,D07,1741778,2013
2014,52.5,Part des ménages fiscaux imposés - Ardèche,D07,1741778,2014
2015,49.6,Part des ménages fiscaux imposés - Ardèche,D07,1741778,2015
2012,55.9,Part des ménages fiscaux imposés - Ardennes,D08,1741779,2012
2013,49.3,Part des ménages fiscaux imposés - Ardennes,D08,1741779,2013
2014,49.4,Part des ménages fiscaux imposés - Ardennes,D08,1741779,2014
2015,46.5,Part des ménages fiscaux imposés - Ardennes,D08,1741779,2015
2012,54.3,Part des ménages fiscaux imposés - Ariège,D09,1741780,2012
2013,47.5,Part des ménages fiscaux imposés - Ariège,D09,1741780,2013
2014,48.1,Part des ménages fiscaux imposés - Ariège,D09,1741780,2014
2015,45.2,Part des ménages fiscaux imposés - Ariège,D09,1741780,2015
2012,61.9,Part des ménages fiscaux imposés - Aube,D10,1741781,2012
2013,55.1,Part des ménages fiscaux imposés - Aube,D10,1741781,2013
2014,54.8,Part des ménages fiscaux imposés - Aube,D10,1741781,2014
2015,52.1,Part des ménages fiscaux imposés - Aube,D10,1741781,2015
2012,52.9,Part des ménages fiscaux imposés - Aude,D11,1741782,2012
2013,45.8,Part des ménages fiscaux imposés - Aude,D11,1741782,2013
2014,46.1,Part des ménages fiscaux imposés - Aude,D11,1741782,2014
2015,43.6,Part des ménages fiscaux imposés - Aude,D11,1741782,2015
2012,62.1,Part des ménages fiscaux imposés - Corse-du-Sud,D2A,1741791,2012
2013,55.9,Part des ménages fiscaux imposés - Corse-du-Sud,D2A,1741791,2013
2014,56.2,Part des ménages fiscaux imposés - Corse-du-Sud,D2A,1741791,2014
2015,54.1,Part des ménages fiscaux imposés - Corse-du-Sud,D2A,1741791,2015
2012,65.7,Part des ménages fiscaux imposés - Doubs,D25,1741797,2012
2013,60.1,Part des ménages fiscaux imposés - Doubs,D25,1741797,2013
2014,60.1,Part des ménages fiscaux imposés - Doubs,D25,1741797,2014
2015,57.3,Part des ménages fiscaux imposés - Doubs,D25,1741797,2015
2012,58.1,Part des ménages fiscaux imposés - Manche,D50,1741822,2012
2013,52.6,Part des ménages fiscaux imposés - Manche,D50,1741822,2013
2014,52.8,Part des ménages fiscaux imposés - Manche,D50,1741822,2014
2015,50.2,Part des ménages fiscaux imposés - Manche,D50,1741822,2015
2012,65.6,Part des ménages fiscaux imposés - Marne,D51,1741823,2012
2013,60.1,Part des ménages fiscaux imposés - Marne,D51,1741823,2013
2014,59.6,Part des ménages fiscaux imposés - Marne,D51,1741823,2014
2015,56.8,Part des ménages fiscaux imposés - Marne,D51,1741823,2015
