code_commune,taux_pauvrete,code_dept,annee
29117,8.0,29,2021
29124,11.0,29,2021
29130,5.0,29,2021
29135,8.0,29,2021
29140,6.0,29,2021
29146,8.0,29,2021
29147,6.0,29,2021
29150,9.0,29,2021
29151,19.0,29,2021
29153,11.0,29,2021
29158,10.0,29,2021
29160,6.0,29,2021
29161,7.0,29,2021
29162,11.0,29,2021
29163,10.0,29,2021
29165,8.0,29,2021
29169,8.0,29,2021
29170,8.0,29,2021
29171,8.0,29,2021
29173,9.0,29,2021
29174,9.0,29,2021
29175,17.0,29,2021
29177,5.0,29,2021
29178,6.0,29,2021
29179,7.0,29,2021
29184,12.0,29,2021
29185,12.0,29,2021
29188,10.0,29,2021
29189,7.0,29,2021
29190,6.0,29,2021
29191,10.0,29,2021
29195,8.0,29,2021
29197,13.0,29,2021
29199,10.0,29,2021
29206,10.0,29,2021
29207,9.0,29,2021
29209,7.0,29,2021
29210,10.0,29,2021
29212,6.0,29,2021
29215,11.0,29,2021
29216,8.0,29,2021
29217,14.0,29,2021
29220,11.0,29,2021
29225,10.0,29,2021
29232,13.0,29,2021
29233,12.0,29,2021
29235,7.0,29,2021
29236,9.0,29,2021
29239,10.0,29,2021
29241,10.0,29,2021
29247,6.0,29,2021
29254,10.0,29,2021
29259,12.0,29,2021
29260,5.0,29,2021
29266,11.0,29,2021
29273,9.0,29,2021
29274,13.0,29,2021
29277,12.0,29,2021
29279,11.0,29,2021
29293,8.0,29,2021
29302,12.0,29,2021
2A004,16.0,2A,2021
2A006,7.0,2A,2021
2A032,9.0,2A,2021
2A041,16.0,2A,2021
2A130,10.0,2A,2021
2A247,21.0,2A,2021
2A249,22.0,2A,2021
2A271,14.0,2A,2021
2A272,26.0,2A,2021
2A362,15.0,2A,2021
2B033,23.0,2B,2021
2B037,14.0,2B,2021
2B042,14.0,2B,2021
2B049,19.0,2B,2021
2B050,21.0,2B,2021
2B096,21.0,2B,2021
2B120,12.0,2B,2021
2B123,25.0,2B,2021
2B134,26.0,2B,2021
2B148,21.0,2B,2021
2B207,22.0,2B,2021
2B251,20.0,2B,2021
2B305,14.0,2B,2021
2B346,24.0,2B,2021
2B353,10.0,2B,2021
30003,14.0,30,2021
30004,10.0,30,2021
30006,13.0,30,2021
30007,30.0,30,2021
30010,24.0,30,2021
30011,11.0,30,2021
30012,15.0,30,2021
30019,9.0,30,2021
30020,10.0,30,2021
30027,13.0,30,2021
30028,29.0,30,2021
30032,30.0,30,2021
30033,11.0,30,2021
30034,15.0,30,2021
30036,10.0,30,2021
30037,36.0,30,2021
30039,13.0,30,2021
30042,14.0,30,2021
30047,11.0,30,2021
30059,9.0,30,2021
30060,9.0,30,2021
30061,17.0,30,2021
30062,10.0,30,2021
30075,10.0,30,2021
30082,10.0,30,2021
30083,9.0,30,2021
30117,12.0,30,2021
30123,9.0,30,2021
30125,14.0,30,2021
30128,12.0,30,2021
30132,43.0,30,2021
30133,17.0,30,2021
30135,18.0,30,2021
30141,11.0,30,2021
30152,15.0,30,2021
30155,13.0,30,2021
30156,12.0,30,2021
30166,13.0,30,2021
30169,17.0,30,2021
30179,18.0,30,2021
30189,31.0,30,2021
30202,22.0,30,2021
30206,7.0,30,2021
30209,8.0,30,2021
30210,17.0,30,2021
30211,15.0,30,2021
30212,22.0,30,2021
30214,18.0,30,2021
30217,10.0,30,2021
30221,21.0,30,2021
30223,12.0,30,2021
30227,29.0,30,2021
30243,19.0,30,2021
30255,19.0,30,2021
30258,27.0,30,2021
30259,15.0,30,2021
30263,23.0,30,2021
30269,26.0,30,2021
30274,13.0,30,2021
30276,13.0,30,2021
30278,8.0,30,2021
30284,24.0,30,2021
30294,11.0,30,2021
30295,15.0,30,2021
30305,18.0,30,2021
30307,33.0,30,2021
30321,25.0,30,2021
30333,16.0,30,2021
30334,22.0,30,2021
30341,22.0,30,2021
30344,11.0,30,2021
30350,29.0,30,2021
30351,10.0,30,2021
30356,12.0,30,2021
31022,13.0,31,2021
31032,9.0,31,2021
31033,14.0,31,2021
31035,10.0,31,2021
31042,18.0,31,2021
31044,9.0,31,2021
31048,7.0,31,2021
31056,13.0,31,2021
31065,7.0,31,2021
31066,10.0,31,2021
31069,14.0,31,2021
31079,8.0,31,2021
31088,7.0,31,2021
31091,8.0,31,2021
31094,8.0,31,2021
31100,10.0,31,2021
31106,9.0,31,2021
31107,15.0,31,2021
31113,13.0,31,2021
31116,11.0,31,2021
31117,5.0,31,2021
31118,7.0,31,2021
31135,20.0,31,2021
31145,11.0,31,2021
31149,17.0,31,2021
31150,11.0,31,2021
31157,15.0,31,2021
31165,10.0,31,2021
31169,8.0,31,2021
31181,9.0,31,2021
31182,14.0,31,2021
31186,11.0,31,2021
31187,9.0,31,2021
31188,7.0,31,2021
31202,10.0,31,2021
31203,10.0,31,2021
31205,9.0,31,2021
31230,9.0,31,2021
31232,13.0,31,2021
31248,11.0,31,2021
31253,7.0,31,2021
31254,12.0,31,2021
31263,7.0,31,2021
31282,14.0,31,2021
31287,7.0,31,2021
31291,7.0,31,2021
31293,9.0,31,2021
31299,8.0,31,2021
31303,11.0,31,2021
31324,16.0,31,2021
31341,10.0,31,2021
31345,9.0,31,2021
31351,11.0,31,2021
31358,7.0,31,2021
31375,14.0,31,2021
31389,6.0,31,2021
31390,30.0,31,2021
31395,17.0,31,2021
31396,10.0,31,2021
31399,9.0,31,2021
31410,7.0,31,2021
31417,7.0,31,2021
31421,10.0,31,2021
31424,11.0,31,2021
31433,14.0,31,2021
31445,6.0,31,2021
31446,15.0,31,2021
31451,17.0,31,2021
31454,11.0,31,2021
31455,12.0,31,2021
31458,12.0,31,2021
31460,8.0,31,2021
31467,12.0,31,2021
31483,24.0,31,2021
31488,9.0,31,2021
31490,14.0,31,2021
31499,9.0,31,2021
31506,10.0,31,2021
31516,10.0,31,2021
31517,14.0,31,2021
31526,9.0,31,2021
31547,12.0,31,2021
31555,22.0,31,2021
31557,10.0,31,2021
31561,8.0,31,2021
31573,7.0,31,2021
31574,8.0,31,2021
31582,10.0,31,2021
31584,15.0,31,2021
31588,13.0,31,2021
32013,18.0,32,2021
32107,24.0,32,2021
32119,23.0,32,2021
32132,17.0,32,2021
32147,14.0,32,2021
32160,10.0,32,2021
32208,18.0,32,2021
32213,14.0,32,2021
32249,17.0,32,2021
