periode,taux_chomage,code_zone,description
1982-Q1,5.2,D12,Taux de chômage localisé par département - Aveyron
1982-Q2,5.3,D12,Taux de chômage localisé par département - Aveyron
1982-Q3,5.5,D12,Taux de chômage localisé par département - Aveyron
1982-Q4,5.5,D12,Taux de chômage localisé par département - Aveyron
1983-Q1,5.6,D12,Taux de chômage localisé par département - Aveyron
1983-Q2,5.6,D12,Taux de chômage localisé par département - Aveyron
1983-Q3,5.7,D12,Taux de chômage localisé par département - Aveyron
1983-Q4,6.0,D12,Taux de chômage localisé par département - Aveyron
1984-Q1,6.2,D12,Taux de chômage localisé par département - Aveyron
1984-Q2,6.3,D12,Taux de chômage localisé par département - Aveyron
1984-Q3,6.4,D12,Taux de chômage localisé par département - Aveyron
1984-Q4,6.5,D12,Taux de chômage localisé par département - Aveyron
1985-Q1,6.5,D12,Taux de chômage localisé par département - Aveyron
1985-Q2,6.4,D12,Taux de chômage localisé par département - Aveyron
1985-Q3,6.6,D12,Taux de chômage localisé par département - Aveyron
1985-Q4,6.5,D12,Taux de chômage localisé par département - Aveyron
1986-Q1,6.4,D12,Taux de chômage localisé par département - Aveyron
1986-Q2,6.5,D12,Taux de chômage localisé par département - Aveyron
1986-Q3,6.4,D12,Taux de chômage localisé par département - Aveyron
1986-Q4,6.3,D12,Taux de chômage localisé par département - Aveyron
1987-Q1,6.4,D12,Taux de chômage localisé par département - Aveyron
1987-Q2,6.4,D12,Taux de chômage localisé par département - Aveyron
1987-Q3,6.1,D12,Taux de chômage localisé par département - Aveyron
1987-Q4,6.1,D12,Taux de chômage localisé par département - Aveyron
1988-Q1,6.1,D12,Taux de chômage localisé par département - Aveyron
1988-Q2,6.0,D12,Taux de chômage localisé par département - Aveyron
1988-Q3,5.9,D12,Taux de chômage localisé par département - Aveyron
1988-Q4,5.7,D12,Taux de chômage localisé par département - Aveyron
1989-Q1,5.6,D12,Taux de chômage localisé par département - Aveyron
1989-Q2,5.5,D12,Taux de chômage localisé par département - Aveyron
1989-Q3,5.4,D12,Taux de chômage localisé par département - Aveyron
1989-Q4,5.4,D12,Taux de chômage localisé par département - Aveyron
1990-Q1,5.5,D12,Taux de chômage localisé par département - Aveyron
1990-Q2,5.5,D12,Taux de chômage localisé par département - Aveyron
1990-Q3,5.4,D12,Taux de chômage localisé par département - Aveyron
1990-Q4,5.3,D12,Taux de chômage localisé par département - Aveyron
1991-Q1,5.3,D12,Taux de chômage localisé par département - Aveyron
1991-Q2,5.3,D12,Taux de chômage localisé par département - Aveyron
1991-Q3,5.3,D12,Taux de chômage localisé par département - Aveyron
1991-Q4,5.3,D12,Taux de chômage localisé par département - Aveyron
1992-Q1,5.4,D12,Taux de chômage localisé par département - Aveyron
1992-Q2,5.5,D12,Taux de chômage localisé par département - Aveyron
1992-Q3,5.6,D12,Taux de chômage localisé par département - Aveyron
1992-Q4,5.6,D12,Taux de chômage localisé par département - Aveyron
1993-Q1,5.5,D12,Taux de chômage localisé par département - Aveyron
1993-Q2,5.6,D12,Taux de chômage localisé par département - Aveyron
1993-Q3,5.8,D12,Taux de chômage localisé par département - Aveyron
1993-Q4,5.9,D12,Taux de chômage localisé par département - Aveyron
1994-Q1,6.0,D12,Taux de chômage localisé par département - Aveyron
1994-Q2,6.1,D12,Taux de chômage localisé par département - Aveyron
1994-Q3,6.0,D12,Taux de chômage localisé par département - Aveyron
1994-Q4,5.9,D12,Taux de chômage localisé par département - Aveyron
1995-Q1,5.9,D12,Taux de chômage localisé par département - Aveyron
1995-Q2,5.7,D12,Taux de chômage localisé par département - Aveyron
1995-Q3,5.6,D12,Taux de chômage localisé par département - Aveyron
1995-Q4,5.7,D12,Taux de chômage localisé par département - Aveyron
1996-Q1,6.0,D12,Taux de chômage localisé par département - Aveyron
1996-Q2,6.2,D12,Taux de chômage localisé par département - Aveyron
1996-Q3,6.2,D12,Taux de chômage localisé par département - Aveyron
1996-Q4,6.3,D12,Taux de chômage localisé par département - Aveyron
1997-Q1,6.3,D12,Taux de chômage localisé par département - Aveyron
1997-Q2,6.2,D12,Taux de chômage localisé par département - Aveyron
1997-Q3,6.2,D12,Taux de chômage localisé par département - Aveyron
1997-Q4,6.2,D12,Taux de chômage localisé par département - Aveyron
1998-Q1,6.1,D12,Taux de chômage localisé par département - Aveyron
1998-Q2,6.0,D12,Taux de chômage localisé par département - Aveyron
1998-Q3,5.9,D12,Taux de chômage localisé par département - Aveyron
1998-Q4,5.9,D12,Taux de chômage localisé par département - Aveyron
1999-Q1,6.0,D12,Taux de chômage localisé par département - Aveyron
1999-Q2,6.0,D12,Taux de chômage localisé par département - Aveyron
1999-Q3,5.9,D12,Taux de chômage localisé par département - Aveyron
1999-Q4,5.7,D12,Taux de chômage localisé par département - Aveyron
2000-Q1,5.5,D12,Taux de chômage localisé par département - Aveyron
2000-Q2,5.3,D12,Taux de chômage localisé par département - Aveyron
2000-Q3,5.2,D12,Taux de chômage localisé par département - Aveyron
2000-Q4,4.9,D12,Taux de chômage localisé par département - Aveyron
2001-Q1,4.7,D12,Taux de chômage localisé par département - Aveyron
2001-Q2,4.7,D12,Taux de chômage localisé par département - Aveyron
2001-Q3,4.6,D12,Taux de chômage localisé par département - Aveyron
2001-Q4,4.7,D12,Taux de chômage localisé par département - Aveyron
2002-Q1,4.8,D12,Taux de chômage localisé par département - Aveyron
2002-Q2,4.7,D12,Taux de chômage localisé par département - Aveyron
2002-Q3,4.8,D12,Taux de chômage localisé par département - Aveyron
2002-Q4,4.9,D12,Taux de chômage localisé par département - Aveyron
2003-Q1,5.1,D12,Taux de chômage localisé par département - Aveyron
2003-Q2,5.2,D12,Taux de chômage localisé par département - Aveyron
2003-Q3,5.1,D12,Taux de chômage localisé par département - Aveyron
2003-Q4,5.2,D12,Taux de chômage localisé par département - Aveyron
2004-Q1,5.3,D12,Taux de chômage localisé par département - Aveyron
2004-Q2,5.2,D12,Taux de chômage localisé par département - Aveyron
2004-Q3,5.2,D12,Taux de chômage localisé par département - Aveyron
2004-Q4,5.2,D12,Taux de chômage localisé par département - Aveyron
2005-Q1,5.1,D12,Taux de chômage localisé par département - Aveyron
2005-Q2,5.2,D12,Taux de chômage localisé par département - Aveyron
2005-Q3,5.4,D12,Taux de chômage localisé par département - Aveyron
2005-Q4,5.5,D12,Taux de chômage localisé par département - Aveyron
2006-Q1,5.7,D12,Taux de chômage localisé par département - Aveyron
2006-Q2,5.6,D12,Taux de chômage localisé par département - Aveyron
2006-Q3,5.7,D12,Taux de chômage localisé par département - Aveyron
2006-Q4,5.3,D12,Taux de chômage localisé par département - Aveyron
2007-Q1,5.2,D12,Taux de chômage localisé par département - Aveyron
2007-Q2,5.0,D12,Taux de chômage localisé par département - Aveyron
2007-Q3,5.0,D12,Taux de chômage localisé par département - Aveyron
2007-Q4,4.8,D12,Taux de chômage localisé par département - Aveyron
2008-Q1,4.6,D12,Taux de chômage localisé par département - Aveyron
2008-Q2,4.8,D12,Taux de chômage localisé par département - Aveyron
2008-Q3,5.0,D12,Taux de chômage localisé par département - Aveyron
2008-Q4,5.3,D12,Taux de chômage localisé par département - Aveyron
2009-Q1,5.9,D12,Taux de chômage localisé par département - Aveyron
2009-Q2,6.2,D12,Taux de chômage localisé par département - Aveyron
2009-Q3,6.2,D12,Taux de chômage localisé par département - Aveyron
2009-Q4,6.5,D12,Taux de chômage localisé par département - Aveyron
2010-Q1,6.3,D12,Taux de chômage localisé par département - Aveyron
2010-Q2,6.4,D12,Taux de chômage localisé par département - Aveyron
2010-Q3,6.3,D12,Taux de chômage localisé par département - Aveyron
2010-Q4,6.3,D12,Taux de chômage localisé par département - Aveyron
2011-Q1,6.2,D12,Taux de chômage localisé par département - Aveyron
2011-Q2,6.1,D12,Taux de chômage localisé par département - Aveyron
2011-Q3,6.2,D12,Taux de chômage localisé par département - Aveyron
2011-Q4,6.4,D12,Taux de chômage localisé par département - Aveyron
2012-Q1,6.4,D12,Taux de chômage localisé par département - Aveyron
2012-Q2,6.7,D12,Taux de chômage localisé par département - Aveyron
2012-Q3,6.9,D12,Taux de chômage localisé par département - Aveyron
2012-Q4,7.3,D12,Taux de chômage localisé par département - Aveyron
2013-Q1,7.5,D12,Taux de chômage localisé par département - Aveyron
2013-Q2,7.7,D12,Taux de chômage localisé par département - Aveyron
2013-Q3,7.5,D12,Taux de chômage localisé par département - Aveyron
2013-Q4,7.3,D12,Taux de chômage localisé par département - Aveyron
2014-Q1,7.4,D12,Taux de chômage localisé par département - Aveyron
2014-Q2,7.3,D12,Taux de chômage localisé par département - Aveyron
2014-Q3,7.3,D12,Taux de chômage localisé par département - Aveyron
2014-Q4,7.3,D12,Taux de chômage localisé par département - Aveyron
2015-Q1,7.3,D12,Taux de chômage localisé par département - Aveyron
2015-Q2,7.5,D12,Taux de chômage localisé par département - Aveyron
2015-Q3,7.5,D12,Taux de chômage localisé par département - Aveyron
2015-Q4,7.5,D12,Taux de chômage localisé par département - Aveyron
2016-Q1,7.4,D12,Taux de chômage localisé par département - Aveyron
2016-Q2,7.3,D12,Taux de chômage localisé par département - Aveyron
2016-Q3,7.2,D12,Taux de chômage localisé par département - Aveyron
2016-Q4,7.3,D12,Taux de chômage localisé par département - Aveyron
2017-Q1,7.1,D12,Taux de chômage localisé par département - Aveyron
2017-Q2,7.0,D12,Taux de chômage localisé par département - Aveyron
2017-Q3,7.0,D12,Taux de chômage localisé par département - Aveyron
2017-Q4,6.6,D12,Taux de chômage localisé par département - Aveyron
2018-Q1,6.7,D12,Taux de chômage localisé par département - Aveyron
2018-Q2,6.7,D12,Taux de chômage localisé par département - Aveyron
2018-Q3,6.5,D12,Taux de chômage localisé par département - Aveyron
2018-Q4,6.4,D12,Taux de chômage localisé par département - Aveyron
2019-Q1,6.5,D12,Taux de chômage localisé par département - Aveyron
2019-Q2,6.3,D12,Taux de chômage localisé par département - Aveyron
2019-Q3,6.3,D12,Taux de chômage localisé par département - Aveyron
2019-Q4,6.3,D12,Taux de chômage localisé par département - Aveyron
2020-Q1,5.9,D12,Taux de chômage localisé par département - Aveyron
2020-Q2,5.6,D12,Taux de chômage localisé par département - Aveyron
2020-Q3,6.8,D12,Taux de chômage localisé par département - Aveyron
2020-Q4,6.2,D12,Taux de chômage localisé par département - Aveyron
2021-Q1,6.2,D12,Taux de chômage localisé par département - Aveyron
2021-Q2,6.1,D12,Taux de chômage localisé par département - Aveyron
2021-Q3,6.0,D12,Taux de chômage localisé par département - Aveyron
2021-Q4,5.7,D12,Taux de chômage localisé par département - Aveyron
2022-Q1,5.6,D12,Taux de chômage localisé par département - Aveyron
2022-Q2,5.9,D12,Taux de chômage localisé par département - Aveyron
2022-Q3,5.6,D12,Taux de chômage localisé par département - Aveyron
2022-Q4,5.6,D12,Taux de chômage localisé par département - Aveyron
2023-Q1,5.6,D12,Taux de chômage localisé par département - Aveyron
2023-Q2,5.7,D12,Taux de chômage localisé par département - Aveyron
2023-Q3,5.8,D12,Taux de chômage localisé par département - Aveyron
2023-Q4,5.8,D12,Taux de chômage localisé par département - Aveyron
2024-Q1,5.8,D12,Taux de chômage localisé par département - Aveyron
2024-Q2,5.6,D12,Taux de chômage localisé par département - Aveyron
2024-Q3,5.6,D12,Taux de chômage localisé par département - Aveyron
2024-Q4,5.4,D12,Taux de chômage localisé par département - Aveyron
2025-Q1,5.5,D12,Taux de chômage localisé par département - Aveyron
2025-Q2,5.5,D12,Taux de chômage localisé par département - Aveyron
2025-Q3,5.6,D12,Taux de chômage localisé par département - Aveyron
1982-Q1,3.8,D01,Taux de chômage localisé par département - Ain
1982-Q2,3.9,D01,Taux de chômage localisé par département - Ain
1982-Q3,4.0,D01,Taux de chômage localisé par département - Ain
1982-Q4,4.1,D01,Taux de chômage localisé par département - Ain
1983-Q1,4.2,D01,Taux de chômage localisé par département - Ain
1983-Q2,4.2,D01,Taux de chômage localisé par département - Ain
1983-Q3,4.4,D01,Taux de chômage localisé par département - Ain
1983-Q4,4.6,D01,Taux de chômage localisé par département - Ain
1984-Q1,4.9,D01,Taux de chômage localisé par département - Ain
1984-Q2,5.1,D01,Taux de chômage localisé par département - Ain
1984-Q3,5.3,D01,Taux de chômage localisé par département - Ain
1984-Q4,5.6,D01,Taux de chômage localisé par département - Ain
1985-Q1,5.7,D01,Taux de chômage localisé par département - Ain
1985-Q2,5.6,D01,Taux de chômage localisé par département - Ain
1985-Q3,5.4,D01,Taux de chômage localisé par département - Ain
1985-Q4,5.2,D01,Taux de chômage localisé par département - Ain
1986-Q1,5.2,D01,Taux de chômage localisé par département - Ain
1986-Q2,5.3,D01,Taux de chômage localisé par département - Ain
1986-Q3,5.5,D01,Taux de chômage localisé par département - Ain
1986-Q4,5.5,D01,Taux de chômage localisé par département - Ain
1987-Q1,5.5,D01,Taux de chômage localisé par département - Ain
1987-Q2,5.4,D01,Taux de chômage localisé par département - Ain
1987-Q3,5.2,D01,Taux de chômage localisé par département - Ain
1987-Q4,5.2,D01,Taux de chômage localisé par département - Ain
1988-Q1,5.1,D01,Taux de chômage localisé par département - Ain
1988-Q2,5.0,D01,Taux de chômage localisé par département - Ain
1988-Q3,4.9,D01,Taux de chômage localisé par département - Ain
1988-Q4,4.7,D01,Taux de chômage localisé par département - Ain
1989-Q1,4.6,D01,Taux de chômage localisé par département - Ain
1989-Q2,4.4,D01,Taux de chômage localisé par département - Ain
1989-Q3,4.3,D01,Taux de chômage localisé par département - Ain
1989-Q4,4.1,D01,Taux de chômage localisé par département - Ain
1990-Q1,4.0,D01,Taux de chômage localisé par département - Ain
1990-Q2,4.0,D01,Taux de chômage localisé par département - Ain
1990-Q3,4.0,D01,Taux de chômage localisé par département - Ain
1990-Q4,4.2,D01,Taux de chômage localisé par département - Ain
1991-Q1,4.3,D01,Taux de chômage localisé par département - Ain
1991-Q2,4.5,D01,Taux de chômage localisé par département - Ain
1991-Q3,4.7,D01,Taux de chômage localisé par département - Ain
1991-Q4,5.0,D01,Taux de chômage localisé par département - Ain
1992-Q1,5.3,D01,Taux de chômage localisé par département - Ain
1992-Q2,5.6,D01,Taux de chômage localisé par département - Ain
1992-Q3,5.9,D01,Taux de chômage localisé par département - Ain
1992-Q4,6.3,D01,Taux de chômage localisé par département - Ain
1993-Q1,6.6,D01,Taux de chômage localisé par département - Ain
1993-Q2,6.9,D01,Taux de chômage localisé par département - Ain
1993-Q3,7.2,D01,Taux de chômage localisé par département - Ain
1993-Q4,7.4,D01,Taux de chômage localisé par département - Ain
1994-Q1,7.5,D01,Taux de chômage localisé par département - Ain
1994-Q2,7.6,D01,Taux de chômage localisé par département - Ain
1994-Q3,7.4,D01,Taux de chômage localisé par département - Ain
1994-Q4,7.1,D01,Taux de chômage localisé par département - Ain
1995-Q1,6.8,D01,Taux de chômage localisé par département - Ain
1995-Q2,6.7,D01,Taux de chômage localisé par département - Ain
1995-Q3,6.6,D01,Taux de chômage localisé par département - Ain
1995-Q4,6.6,D01,Taux de chômage localisé par département - Ain
1996-Q1,6.7,D01,Taux de chômage localisé par département - Ain
1996-Q2,6.9,D01,Taux de chômage localisé par département - Ain
1996-Q3,6.8,D01,Taux de chômage localisé par département - Ain
1996-Q4,6.7,D01,Taux de chômage localisé par département - Ain
1997-Q1,6.8,D01,Taux de chômage localisé par département - Ain
1997-Q2,6.6,D01,Taux de chômage localisé par département - Ain
1997-Q3,6.6,D01,Taux de chômage localisé par département - Ain
1997-Q4,6.5,D01,Taux de chômage localisé par département - Ain
1998-Q1,6.2,D01,Taux de chômage localisé par département - Ain
1998-Q2,6.0,D01,Taux de chômage localisé par département - Ain
1998-Q3,6.0,D01,Taux de chômage localisé par département - Ain
1998-Q4,6.0,D01,Taux de chômage localisé par département - Ain
1999-Q1,6.1,D01,Taux de chômage localisé par département - Ain
1999-Q2,6.1,D01,Taux de chômage localisé par département - Ain
1999-Q3,5.9,D01,Taux de chômage localisé par département - Ain
1999-Q4,5.6,D01,Taux de chômage localisé par département - Ain
2000-Q1,5.1,D01,Taux de chômage localisé par département - Ain
2000-Q2,4.7,D01,Taux de chômage localisé par département - Ain
2000-Q3,4.3,D01,Taux de chômage localisé par département - Ain
2000-Q4,3.9,D01,Taux de chômage localisé par département - Ain
2001-Q1,3.7,D01,Taux de chômage localisé par département - Ain
2001-Q2,3.7,D01,Taux de chômage localisé par département - Ain
2001-Q3,3.9,D01,Taux de chômage localisé par département - Ain
2001-Q4,4.2,D01,Taux de chômage localisé par département - Ain
2002-Q1,4.3,D01,Taux de chômage localisé par département - Ain
2002-Q2,4.4,D01,Taux de chômage localisé par département - Ain
2002-Q3,4.5,D01,Taux de chômage localisé par département - Ain
2002-Q4,4.6,D01,Taux de chômage localisé par département - Ain
2003-Q1,5.0,D01,Taux de chômage localisé par département - Ain
2003-Q2,5.1,D01,Taux de chômage localisé par département - Ain
2003-Q3,5.1,D01,Taux de chômage localisé par département - Ain
2003-Q4,5.4,D01,Taux de chômage localisé par département - Ain
2004-Q1,5.5,D01,Taux de chômage localisé par département - Ain
2004-Q2,5.4,D01,Taux de chômage localisé par département - Ain
2004-Q3,5.4,D01,Taux de chômage localisé par département - Ain
2004-Q4,5.5,D01,Taux de chômage localisé par département - Ain
2005-Q1,5.3,D01,Taux de chômage localisé par département - Ain
2005-Q2,5.5,D01,Taux de chômage localisé par département - Ain
2005-Q3,5.6,D01,Taux de chômage localisé par département - Ain
2005-Q4,5.7,D01,Taux de chômage localisé par département - Ain
2006-Q1,5.6,D01,Taux de chômage localisé par département - Ain
2006-Q2,5.4,D01,Taux de chômage localisé par département - Ain
2006-Q3,5.4,D01,Taux de chômage localisé par département - Ain
2006-Q4,5.2,D01,Taux de chômage localisé par département - Ain
2007-Q1,5.2,D01,Taux de chômage localisé par département - Ain
2007-Q2,4.9,D01,Taux de chômage localisé par département - Ain
2007-Q3,4.9,D01,Taux de chômage localisé par département - Ain
2007-Q4,4.7,D01,Taux de chômage localisé par département - Ain
2008-Q1,4.4,D01,Taux de chômage localisé par département - Ain
2008-Q2,4.6,D01,Taux de chômage localisé par département - Ain
2008-Q3,4.8,D01,Taux de chômage localisé par département - Ain
2008-Q4,5.4,D01,Taux de chômage localisé par département - Ain
2009-Q1,6.3,D01,Taux de chômage localisé par département - Ain
2009-Q2,7.0,D01,Taux de chômage localisé par département - Ain
2009-Q3,6.9,D01,Taux de chômage localisé par département - Ain
2009-Q4,7.3,D01,Taux de chômage localisé par département - Ain
2010-Q1,7.0,D01,Taux de chômage localisé par département - Ain
2010-Q2,6.9,D01,Taux de chômage localisé par département - Ain
2010-Q3,6.6,D01,Taux de chômage localisé par département - Ain
2010-Q4,6.5,D01,Taux de chômage localisé par département - Ain
2011-Q1,6.3,D01,Taux de chômage localisé par département - Ain
2011-Q2,6.2,D01,Taux de chômage localisé par département - Ain
2011-Q3,6.3,D01,Taux de chômage localisé par département - Ain
2011-Q4,6.5,D01,Taux de chômage localisé par département - Ain
2012-Q1,6.6,D01,Taux de chômage localisé par département - Ain
2012-Q2,6.8,D01,Taux de chômage localisé par département - Ain
2012-Q3,6.9,D01,Taux de chômage localisé par département - Ain
2012-Q4,7.1,D01,Taux de chômage localisé par département - Ain
2013-Q1,7.3,D01,Taux de chômage localisé par département - Ain
2013-Q2,7.3,D01,Taux de chômage localisé par département - Ain
2013-Q3,7.2,D01,Taux de chômage localisé par département - Ain
2013-Q4,7.0,D01,Taux de chômage localisé par département - Ain
2014-Q1,7.0,D01,Taux de chômage localisé par département - Ain
2014-Q2,6.9,D01,Taux de chômage localisé par département - Ain
2014-Q3,7.1,D01,Taux de chômage localisé par département - Ain
2014-Q4,7.3,D01,Taux de chômage localisé par département - Ain
2015-Q1,7.3,D01,Taux de chômage localisé par département - Ain
2015-Q2,7.5,D01,Taux de chômage localisé par département - Ain
2015-Q3,7.3,D01,Taux de chômage localisé par département - Ain
2015-Q4,7.3,D01,Taux de chômage localisé par département - Ain
2016-Q1,7.4,D01,Taux de chômage localisé par département - Ain
2016-Q2,7.4,D01,Taux de chômage localisé par département - Ain
2016-Q3,7.3,D01,Taux de chômage localisé par département - Ain
2016-Q4,7.3,D01,Taux de chômage localisé par département - Ain
2017-Q1,7.0,D01,Taux de chômage localisé par département - Ain
2017-Q2,6.9,D01,Taux de chômage localisé par département - Ain
2017-Q3,6.8,D01,Taux de chômage localisé par département - Ain
2017-Q4,6.3,D01,Taux de chômage localisé par département - Ain
2018-Q1,6.4,D01,Taux de chômage localisé par département - Ain
2018-Q2,6.3,D01,Taux de chômage localisé par département - Ain
2018-Q3,6.3,D01,Taux de chômage localisé par département - Ain
2018-Q4,6.2,D01,Taux de chômage localisé par département - Ain
2019-Q1,6.2,D01,Taux de chômage localisé par département - Ain
2019-Q2,6.0,D01,Taux de chômage localisé par département - Ain
2019-Q3,6.0,D01,Taux de chômage localisé par département - Ain
2019-Q4,6.0,D01,Taux de chômage localisé par département - Ain
2020-Q1,5.8,D01,Taux de chômage localisé par département - Ain
2020-Q2,5.6,D01,Taux de chômage localisé par département - Ain
2020-Q3,6.8,D01,Taux de chômage localisé par département - Ain
2020-Q4,6.1,D01,Taux de chômage localisé par département - Ain
2021-Q1,6.2,D01,Taux de chômage localisé par département - Ain
2021-Q2,6.0,D01,Taux de chômage localisé par département - Ain
2021-Q3,5.9,D01,Taux de chômage localisé par département - Ain
2021-Q4,5.5,D01,Taux de chômage localisé par département - Ain
2022-Q1,5.4,D01,Taux de chômage localisé par département - Ain
2022-Q2,5.5,D01,Taux de chômage localisé par département - Ain
2022-Q3,5.4,D01,Taux de chômage localisé par département - Ain
2022-Q4,5.3,D01,Taux de chômage localisé par département - Ain
2023-Q1,5.2,D01,Taux de chômage localisé par département - Ain
2023-Q2,5.4,D01,Taux de chômage localisé par département - Ain
2023-Q3,5.6,D01,Taux de chômage localisé par département - Ain
2023-Q4,5.7,D01,Taux de chômage localisé par département - Ain
2024-Q1,5.6,D01,Taux de chômage localisé par département - Ain
2024-Q2,5.5,D01,Taux de chômage localisé par département - Ain
2024-Q3,5.5,D01,Taux de chômage localisé par département - Ain
2024-Q4,5.5,D01,Taux de chômage localisé par département - Ain
2025-Q1,5.6,D01,Taux de chômage localisé par département - Ain
2025-Q2,5.6,D01,Taux de chômage localisé par département - Ain
2025-Q3,5.7,D01,Taux de chômage localisé par département - Ain
1982-Q1,8.2,D02,Taux de chômage localisé par département - Aisne
1982-Q2,8.4,D02,Taux de chômage localisé par département - Aisne
1982-Q3,8.5,D02,Taux de chômage localisé par département - Aisne
1982-Q4,8.4,D02,Taux de chômage localisé par département - Aisne
1983-Q1,8.5,D02,Taux de chômage localisé par département - Aisne
1983-Q2,8.5,D02,Taux de chômage localisé par département - Aisne
1983-Q3,8.7,D02,Taux de chômage localisé par département - Aisne
1983-Q4,9.1,D02,Taux de chômage localisé par département - Aisne
1984-Q1,9.6,D02,Taux de chômage localisé par département - Aisne
1984-Q2,10.1,D02,Taux de chômage localisé par département - Aisne
1984-Q3,10.4,D02,Taux de chômage localisé par département - Aisne
1984-Q4,10.5,D02,Taux de chômage localisé par département - Aisne
1985-Q1,10.5,D02,Taux de chômage localisé par département - Aisne
1985-Q2,10.3,D02,Taux de chômage localisé par département - Aisne
1985-Q3,10.4,D02,Taux de chômage localisé par département - Aisne
1985-Q4,10.3,D02,Taux de chômage localisé par département - Aisne
1986-Q1,10.2,D02,Taux de chômage localisé par département - Aisne
1986-Q2,10.4,D02,Taux de chômage localisé par département - Aisne
1986-Q3,10.5,D02,Taux de chômage localisé par département - Aisne
1986-Q4,10.6,D02,Taux de chômage localisé par département - Aisne
1987-Q1,10.6,D02,Taux de chômage localisé par département - Aisne
1987-Q2,10.4,D02,Taux de chômage localisé par département - Aisne
1987-Q3,10.3,D02,Taux de chômage localisé par département - Aisne
1987-Q4,10.3,D02,Taux de chômage localisé par département - Aisne
1988-Q1,10.4,D02,Taux de chômage localisé par département - Aisne
1988-Q2,10.2,D02,Taux de chômage localisé par département - Aisne
1988-Q3,10.2,D02,Taux de chômage localisé par département - Aisne
1988-Q4,10.0,D02,Taux de chômage localisé par département - Aisne
1989-Q1,9.7,D02,Taux de chômage localisé par département - Aisne
1989-Q2,9.3,D02,Taux de chômage localisé par département - Aisne
1989-Q3,9.1,D02,Taux de chômage localisé par département - Aisne
1989-Q4,9.1,D02,Taux de chômage localisé par département - Aisne
1990-Q1,8.9,D02,Taux de chômage localisé par département - Aisne
1990-Q2,8.8,D02,Taux de chômage localisé par département - Aisne
1990-Q3,8.6,D02,Taux de chômage localisé par département - Aisne
1990-Q4,8.5,D02,Taux de chômage localisé par département - Aisne
1991-Q1,8.2,D02,Taux de chômage localisé par département - Aisne
1991-Q2,8.3,D02,Taux de chômage localisé par département - Aisne
1991-Q3,8.6,D02,Taux de chômage localisé par département - Aisne
1991-Q4,8.8,D02,Taux de chômage localisé par département - Aisne
1992-Q1,9.1,D02,Taux de chômage localisé par département - Aisne
1992-Q2,9.2,D02,Taux de chômage localisé par département - Aisne
1992-Q3,9.3,D02,Taux de chômage localisé par département - Aisne
1992-Q4,9.4,D02,Taux de chômage localisé par département - Aisne
1993-Q1,9.7,D02,Taux de chômage localisé par département - Aisne
1993-Q2,10.2,D02,Taux de chômage localisé par département - Aisne
1993-Q3,10.7,D02,Taux de chômage localisé par département - Aisne
1993-Q4,11.2,D02,Taux de chômage localisé par département - Aisne
1994-Q1,11.6,D02,Taux de chômage localisé par département - Aisne
1994-Q2,11.7,D02,Taux de chômage localisé par département - Aisne
1994-Q3,11.7,D02,Taux de chômage localisé par département - Aisne
1994-Q4,11.5,D02,Taux de chômage localisé par département - Aisne
1995-Q1,11.2,D02,Taux de chômage localisé par département - Aisne
1995-Q2,10.9,D02,Taux de chômage localisé par département - Aisne
1995-Q3,10.8,D02,Taux de chômage localisé par département - Aisne
1995-Q4,10.9,D02,Taux de chômage localisé par département - Aisne
1996-Q1,11.2,D02,Taux de chômage localisé par département - Aisne
1996-Q2,11.4,D02,Taux de chômage localisé par département - Aisne
1996-Q3,11.6,D02,Taux de chômage localisé par département - Aisne
1996-Q4,11.7,D02,Taux de chômage localisé par département - Aisne
1997-Q1,11.8,D02,Taux de chômage localisé par département - Aisne
1997-Q2,11.9,D02,Taux de chômage localisé par département - Aisne
1997-Q3,11.9,D02,Taux de chômage localisé par département - Aisne
1997-Q4,11.9,D02,Taux de chômage localisé par département - Aisne
1998-Q1,11.6,D02,Taux de chômage localisé par département - Aisne
1998-Q2,11.5,D02,Taux de chômage localisé par département - Aisne
1998-Q3,11.4,D02,Taux de chômage localisé par département - Aisne
1998-Q4,11.5,D02,Taux de chômage localisé par département - Aisne
1999-Q1,11.6,D02,Taux de chômage localisé par département - Aisne
1999-Q2,11.7,D02,Taux de chômage localisé par département - Aisne
1999-Q3,11.4,D02,Taux de chômage localisé par département - Aisne
1999-Q4,11.2,D02,Taux de chômage localisé par département - Aisne
2000-Q1,10.8,D02,Taux de chômage localisé par département - Aisne
2000-Q2,10.5,D02,Taux de chômage localisé par département - Aisne
2000-Q3,10.1,D02,Taux de chômage localisé par département - Aisne
2000-Q4,10.0,D02,Taux de chômage localisé par département - Aisne
2001-Q1,9.9,D02,Taux de chômage localisé par département - Aisne
2001-Q2,9.7,D02,Taux de chômage localisé par département - Aisne
2001-Q3,9.7,D02,Taux de chômage localisé par département - Aisne
2001-Q4,9.5,D02,Taux de chômage localisé par département - Aisne
2002-Q1,9.3,D02,Taux de chômage localisé par département - Aisne
2002-Q2,9.3,D02,Taux de chômage localisé par département - Aisne
2002-Q3,9.3,D02,Taux de chômage localisé par département - Aisne
2002-Q4,9.4,D02,Taux de chômage localisé par département - Aisne
2003-Q1,9.9,D02,Taux de chômage localisé par département - Aisne
2003-Q2,10.1,D02,Taux de chômage localisé par département - Aisne
