periode,nb_logements,description,zone,id_serie,annee,mois
2002-03,5200,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2002,3
2002-04,5300,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2002,4
2002-05,5400,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2002,5
2002-06,5300,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2002,6
2002-07,5200,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2002,7
2002-08,5200,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2002,8
2002-09,5200,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2002,9
2002-10,5200,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2002,10
2002-11,5400,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2002,11
2002-12,5300,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2002,12
2003-01,5200,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2003,1
2003-02,5300,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2003,2
2003-03,5300,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2003,3
2003-04,5300,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2003,4
2003-05,5100,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2003,5
2003-06,5100,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2003,6
2003-07,5100,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2003,7
2003-08,5300,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2003,8
2003-09,5500,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2003,9
2003-10,5300,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2003,10
2003-11,5400,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2003,11
2003-12,5500,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2003,12
2004-01,5400,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2004,1
2004-02,5600,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2004,2
2004-03,5500,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2004,3
2004-04,5500,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2004,4
2004-05,5600,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2004,5
2004-06,5700,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2004,6
2004-07,5900,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2004,7
2004-08,5900,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2004,8
2004-09,5900,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2004,9
2004-10,6300,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2004,10
2004-11,6500,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2004,11
2004-12,6500,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2004,12
2005-01,6700,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2005,1
2005-02,6700,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2005,2
2005-03,7000,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2005,3
2005-04,7200,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2005,4
2005-05,7300,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2005,5
2005-06,7500,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2005,6
2005-07,7600,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2005,7
2005-08,7800,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2005,8
2005-09,7600,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2005,9
2005-10,7500,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2005,10
2005-11,7700,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2005,11
2005-12,7700,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2005,12
2006-01,7700,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2006,1
2006-02,7700,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2006,2
2006-03,7900,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2006,3
2006-04,8100,Nombre de logements autorisés - Cumul sur douze mois - Total - Champagne-Ardenne - Estimations en date réelle,R21,1718186,2006,4
